near_schools,es,ms,hs,public_school,charter_school,anc_id,nbh_cluster,nbh_cluster_names,smd_id,ward_name,census_tract,comp_plan_area,objectid,blkgrp,block,geoid,geoid10,aland10,awater10,total_pop,total_pop_one_race,pop_white,pop_black,pop_native,pop_asian,pop_pacific_islander,pop_other_race,pop_black_other,pop_native_other,pop_asian_other,pop_pacific_islander_other,pop_hispanic,pop_white_non_hispanic,pop_non_hispanic_black,pop_non_hispanic_native,pop_non_hispanic_asian,pop_non_hispanic_pacific_islander,pop_non_hispanic_other,pop_non_hispanic_black_other,pop_non_hispanic_native_other,pop_non_hispanic_asian_other,pop_non_hispanic_pacific_islander_other,adult_total_pop,adult_pop_white,adult_pop_black,adult_pop_native,adult_pop_asian,adult_pop_pacific_islander,adult_pop_other_race,adult_pop_black_other,adult_pop_native_other,adult_pop_asian_other,adult_pop_pacific_islander_other,adult_pop_hispanic,adult_pop_white_non_hispanic,adult_pop_non_hispanic_black,adult_pop_non_hispanic_native,adult_pop_non_hispanic_asian,adult_pop_non_hispanic_pacific_islander,adult_pop_non_hispanic_other,adult_pop_non_hispanic_black_other,adult_pop_non_hispanic_native_other,adult_pop_non_hispanic_asian_other,adult_pop_non_hispanic_pacific_islander_other,total_housing_units,total_occupied_housing_units,total_vacant_housing_units,acres,shape_length,shape_area,sqmiles,geography
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C04,Ward 1,003900,MID-CITY,5321,0039004,4000,110010039004000,110010039004000,30883,0,537,511,420,58,1,20,1,11,12,4,9,2,51,384,57,1,20,1,3,8,3,9,2,477,387,47,1,16,1,9,10,3,6,2,46,353,46,1,16,1,2,6,3,6,2,305,288,17,7.63065535,799.0239241243393,30880.166622667602,0.0119229,0103000020E610000001000000290000007B42B51EAA4253C04001BC40767643400C746A1EAC4253C030FDF42F76764340893056A4AE4253C059345738767643405655462DB94253C0EE8C5738767643407787F77CB94253C01E82211B75764340347870DDB94253C05F62B10E74764340A6AB591CBA4253C018E31680737643404EB0F916C24253C03EA2F4F2687643405901B8BDC94253C0AB5C7DCA5E76434062BECBFFD04253C06D764BFE54764340C48BDB06DA4253C0ED9AD5104976434016541E28DC4253C064DA14A44676434077D810BBDB4253C0F187EDC5447643409A2FFB62DB4253C0D11FB8A843764340A834F6E0DA4253C054D39E37427643400EB6846BDA4253C0507A584441764340344614F6D94253C0DA21057B40764340E15163A6D94253C0F11194054076434001D241E1D84253C03EEB4F123F764340C3930270D84253C0BF1DDE9C3E7643404350E37CD64253C01294B7BE3C7643408A86F9C8D24253C03457166739764340E1D6C064CF4253C0C48A546336764340CDD4713FCC4253C04A5ADBBB3376434000DD41A4CB4253C0B347B00B33764340A169948FC94253C029900F073676434014CAEBB5C54253C075834A1B3B7643404F5BBB30BE4253C049FAC14345764340AF3D1179B74253C05F2112254E7643408A1FA79BB04253C0E7049A8C577643407BD85551A84253C02607CA86627643407687029EA04253C0D5B95EF26C76434026E47213A14253C08DC214C46D764340C62D5667A14253C00BE74C4A6E76434071A29CC3A14253C0D418BEBF6E764340326F0E39A24253C0BA02F5456F7643403A3FAB83A84253C085AB4B3475764340799623E4A84253C02649F598757643402AE99944A94253C02941D8EC757643402FC876ADA94253C0549D2D1F767643407B42B51EAA4253C04001BC4076764340
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C04,Ward 1,003900,MID-CITY,5322,0039004,4001,110010039004001,110010039004001,14999,0,330,320,233,39,6,12,0,30,2,0,9,0,54,214,39,1,12,0,0,2,0,9,0,294,210,34,5,11,0,26,0,0,8,0,46,194,34,1,11,0,0,0,0,8,0,218,187,31,3.70586915,579.3692863277093,14997.120355556626,0.00579042,0103000020E6100000010000002A0000002790061BC34253C0F4871E4976764340A7F82D62C44253C03531727B76764340640B09CBC44253C0730B9E9476764340C9371738C54253C018C565A576764340533B87ADC54253C058BDF3C6767643400879C61EC64253C04964E3F0767643407CDBB6DFC64253C01793F05D77764340C8F0FC3BC74253C05C3F70A97776434040878209C84253C05BDA287B787643405E7D6B54CC4253C0BE8802F07C7643407D746F6DCD4253C0C665BD657B764340F9B85314D44253C0881FD18C72764340DAF28F91D84253C0C18F7A9E6C764340B48472E5D84253C00F0B09296C76434028741D4AD94253C0479127D56B7643406BD02AB7D94253C0FFB8D1A26B764340C9FFFE34DA4253C095E90B926B76434057282FD0DA4253C017EF6D9A6B764340763052FEDA4253C0A507D846697643406118E80ADB4253C07146DC8167764340D5E81124DB4253C003FE24196676434049BF6D41DB4253C0082E1A7E647643404D6DF477DB4253C038832022627643404B95CFE0DB4253C02C278865607643401F164EC3DC4253C0E34F0B555E764340A03E9C0ADD4253C01DCB7A0E59764340C6066A06DD4253C046C591C354764340A946DCE4DC4253C056EF1985517643409662EBBADC4253C079240A5C4B7643405BDD55AEDC4253C081081C044A76434016541E28DC4253C064DA14A446764340C48BDB06DA4253C0ED9AD5104976434062BECBFFD04253C06D764BFE547643405901B8BDC94253C0AB5C7DCA5E7643404EB0F916C24253C03EA2F4F268764340A6AB591CBA4253C018E3168073764340347870DDB94253C05F62B10E747643407787F77CB94253C01E82211B757643405655462DB94253C0EE8C573876764340CC63C3F9C04253C0A3115838767643407827D166C14253C0AA87F32F767643402790061BC34253C0F4871E4976764340
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C04,Ward 1,003900,MID-CITY,5323,0039004,4002,110010039004002,110010039004002,3296,0,64,64,58,0,0,2,0,4,0,0,0,0,8,54,0,0,2,0,0,0,0,0,0,64,58,0,0,2,0,4,0,0,0,0,8,54,0,0,2,0,0,0,0,0,0,43,41,2,0.81426858,258.6733124260272,3295.2280505171366,0.00127229,0103000020E6100000010000001E0000006BD02AB7D94253C0FFB8D1A26B76434028741D4AD94253C0479127D56B764340B48472E5D84253C00F0B09296C764340DAF28F91D84253C0C18F7A9E6C764340F9B85314D44253C0881FD18C727643407D746F6DCD4253C0C665BD657B7643405E7D6B54CC4253C0BE8802F07C764340D3AE1F54CE4253C0E09EE1087F764340DBAFE742D14253C0D1893D0482764340ADE5564FD24253C0A99C74218376434014AC089FD24253C006A7BA7D837643407562150CD34253C0042E560C8476434047506353D34253C01C0C627984764340D68E9AD9D34253C07972446485764340BC2EE820D44253C0BDAC7CEA857643404B7ACA0BD54253C03AC3CF4A877643408CC3AC5FD54253C0D991DBB787764340EAD16A1CD64253C0A4A26E7D8576434009D0B7FAD64253C0F2B39FA3827643401615D9BFD74253C014AB6EC17F764340F6FD7B39D84253C0CE231DCA7D76434044967AD0D84253C083A178097B764340C255B941D94253C0E68FE0B578764340AFF762A6D94253C0D283486276764340AA4478FED94253C09EB3B10E74764340C09A3039DA4253C026B16FED7176434071CDD99DDA4253C0A02E69F66D76434057282FD0DA4253C017EF6D9A6B764340C9FFFE34DA4253C095E90B926B7643406BD02AB7D94253C0FFB8D1A26B764340
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C04,Ward 1,004001,MID-CITY,5324,0040011,1000,110010040011000,110010040011000,15838,0,312,295,248,13,0,23,0,11,4,1,14,2,30,228,12,0,23,0,2,4,1,14,2,295,234,13,0,23,0,11,3,1,11,2,28,216,12,0,23,0,2,3,1,11,2,207,197,10,3.91555559,503.25971116069206,15845.691272848619,0.00611806,0103000020E6100000010000002B00000066447B71CE4253C04E63A3E22C764340FD27B178D64253C0C1DBCCFB2C7643408522DA9DDA4253C0F5DDCCFB2C76434047C84156DC4253C0A00868F32C7643406AF7DC4DDC4253C02C8D8E1529764340E0277A45DC4253C0197E0BFF1676434031EADD4DDC4253C0243FC6210F7643401CA02304D04253C0F2BFC7210F7643405DAF6216C64253C091AEFE100F764340D1E19C6EC54253C09BFA9C080F764340ABD79001C54253C0A9EF71EF0E764340AEBA8294C44253C0577381C50E764340A8ABA72BC44253C0B4A02B930E764340A8D1FCC6C34253C0020AAB470E764340C6CC8566C34253C016BEC8F30D76434024F67EE4C24253C09D8BB84B0F76434047330784C24253C05221372E1076434056FC9CF9C14253C0AC150943117643400220D166C14253C0EB6DB13E1276434031DC3CC3C04253C0F6DA932913764340FD73AF0AC04253C0930B120C147643401018505FBB4253C08BCDCA021A764340A4340E1CBC4253C052C231301F7643403DCA304ABC4253C06D63131B20764340C8D6B780BC4253C0F55491FD207643407673A2BFBC4253C0381E10E0217643402898BE02BD4253C01BCB2ABA2276434070EB6E52BD4253C05850449423764340D29F66FEBD4253C02151EB26257643403BA81063BE4253C0EEF5DCE7257643409D73EBCBBE4253C0E14669A0267643403A8EF838BF4253C0D7789150277643408E6E75B2C04253C0E1585526297643402FE2ED12C14253C07AAB619329764340D5031E45C24253C0E67E5FC12A764340A9B0051BC34253C0B9D9EC792B7643404AEA448CC34253C0769ACFCD2B764340C2B420E7C34253C0F70C064A2C764340CD081968C44253C0552474C62C76434053874BECC64253C0B2BBCDFB2C764340D795516EC74253C02EFACBFB2C7643400E0A491AC84253C0F5EDA1E22C76434066447B71CE4253C04E63A3E22C764340
['H.D. Cooke Elementary School'],1.0,0.0,0.0,1.0,0.0,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C05,Ward 1,003900,MID-CITY,5210,0039001,1001,110010039001001,110010039001001,18712,0,650,620,439,98,2,50,1,30,10,5,8,0,74,401,96,2,50,1,4,7,3,7,0,608,422,91,2,48,1,23,9,5,7,0,64,388,89,2,48,1,3,6,3,6,0,445,414,26,4.62344037,591.4810827215999,18710.399360504958,0.00722413,0103000020E6100000010000002C0000006C8A073F5D4253C018EC1EC390764340456844475E4253C06D490B4993764340B45F42C8654253C0A78930FBA27643406A356424674253C0B35536C4A576434054CCA295674253C0DC40FE6BA6764340508A8899694253C017F33AFFA37643405D732465774253C0C5D4C11A94764340E5E5FB92794253C0B99E718C917643409F7A08007A4253C006B6631F91764340A14979757A4253C0D84FBBBA907643404029BE687B4253C0D4BFBB2390764340600193E67B4253C0570067F18F7643404E1899687C4253C01E0D76C78F76434067CD9EEA7C4253C036834AAE8F764340BCD1AAEE7D4253C0799AE7A58F7643401A22B1707E4253C01A06AFB68F764340B83D0953804253C0B6711E2C90764340FAB981B3804253C0D2B1E63C90764340B073A728834253C0C8450380907643404F110174844253C070DBF4A990764340CEFE46D0844253C0517E3D418F7643406D9CC51B854253C0A5DA23678E7643406913DA73854253C05509088D8D764340B55C53D4854253C0A106B5C38C764340B1F52D3D864253C02CC461FA8B76434077240AA6864253C009C59B528B76434013C68F73874253C072B3C73D8A76434024DD9BE0874253C0F8D891B789764340E3B7DD23874253C0B1782314887643404C625A28854253C05BF12AF383764340BF4478D4844253C0F2449164837643407A283278844253C09B0BBCE68276434010768713844253C0B9934B71827643403F86ACAA834253C00475A20C827643400AA598DD7F4253C0DAC1FF1D7E76434094B07215774253C0F50B315A74764340781D9F00764253C045A27D5A7276434034A74DA0744253C0E64124ED73764340D0C45B236E4253C03A26E87E7B764340966EADA56C4253C06270BA2A7D76434012D0701C644253C06349ECF686764340D9084F79604253C09A537F0F8B7643400CCF44475E4253C047FD40138E7643406C8A073F5D4253C018EC1EC390764340
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C05,Ward 1,003900,MID-CITY,5211,0039001,1002,110010039001002,110010039001002,10084,0,278,267,217,31,1,8,0,10,8,7,3,0,30,205,29,1,8,0,1,1,0,3,0,271,214,31,1,8,0,9,6,5,2,0,26,203,29,1,8,0,1,1,0,2,0,205,200,5,2.49160427,420.58109333487164,10083.164756124948,0.00389313,0103000020E6100000010000002900000079EB47717A4253C03E13ED16AE7643405DAC43367C4253C00DD1501FAE764340BD1363297E4253C0998F880EAE764340AD64EE787F4253C08E98EC16AE764340358EA278814253C0EE02EC16AE764340E5D0A10F824253C0C3BC16DDA7764340E4C17D78824253C0DF3AACDDA37643409B4B41B7834253C0C173104097764340FB91BA17844253C0ECA20A49937643402C414F24844253C04F69A9A9927643408EC2793D844253C016BEB8E8917643404F110174844253C070DBF4A990764340B073A728834253C0C845038090764340FAB981B3804253C0D2B1E63C90764340B83D0953804253C0B6711E2C907643401A22B1707E4253C01A06AFB68F764340BCD1AAEE7D4253C0799AE7A58F76434067CD9EEA7C4253C036834AAE8F7643404E1899687C4253C01E0D76C78F764340600193E67B4253C0570067F18F7643404029BE687B4253C0D4BFBB2390764340A14979757A4253C0D84FBBBA907643409F7A08007A4253C006B6631F91764340E5E5FB92794253C0B99E718C917643405D732465774253C0C5D4C11A94764340508A8899694253C017F33AFFA376434054CCA295674253C0DC40FE6BA67643404B073E24684253C0F0B1ED2CA7764340B95A0BB7684253C0BA77B2D4A7764340B1776D56694253C0F9EBB06BA8764340EC08A5DC694253C010F85BD0A87643401EB3B7626B4253C05C7168D4A97643407EA01D1B6D4253C0065610D0AA764340E01BB6D76E4253C011BCC6A1AB7643403A2234BA6F4253C05C630DFEAB76434066496283714253C07FE06F9DAC76434006A3116A724253C07DEB8CE0AC7643408F6CF354734253C0EEAC441BAD764340A242F019754253C06F768A77AD76434060E76AC1774253C0F4CE33DCAD76434079EB47717A4253C03E13ED16AE764340
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C05,Ward 1,003900,MID-CITY,5212,0039001,1003,110010039001003,110010039001003,12350,0,420,407,289,63,0,27,1,27,10,7,3,0,68,249,63,0,26,1,5,5,4,3,0,400,285,61,0,20,1,23,7,5,3,0,61,246,61,0,19,1,5,4,3,3,0,280,262,18,3.05148152,524.9706264783775,12348.907576087428,0.00476794,0103000020E6100000010000002100000013C68F73874253C072B3C73D8A76434077240AA6864253C009C59B528B764340B1F52D3D864253C02CC461FA8B764340B55C53D4854253C0A106B5C38C7643406913DA73854253C05509088D8D7643406D9CC51B854253C0A5DA23678E764340CEFE46D0844253C0517E3D418F7643404F110174844253C070DBF4A9907643408EC2793D844253C016BEB8E8917643402C414F24844253C04F69A9A992764340FB91BA17844253C0ECA20A49937643409B4B41B7834253C0C173104097764340E4C17D78824253C0DF3AACDDA3764340E5D0A10F824253C0C3BC16DDA7764340358EA278814253C0EE02EC16AE7643406955E8338C4253C05C427938AE76434067E298AAA04253C022CEA351AE764340B45AAE49A34253C0DBF6B127AE7643401A6E4B41A34253C04F2E9F5AAA764340BD944B41A34253C0D0290BD9A676434050F3AE49A34253C09962919AA37643405D2D4BCC9F4253C0C9FAFA46A1764340B8E99EB79D4253C086EAC229A0764340D90F2AB4984253C006521F699D764340715C81B8974253C03BEB1FD29C764340CE350B2A964253C0F3FCA1EF9B764340D25EC03F914253C053E4982699764340AF9259128C4253C06C58E8F895764340B23107498B4253C0CD6FDBF494764340E0E8A3A98A4253C0571AB5AD93764340E6CB50E0894253C05A338ECF9176434024DD9BE0874253C0F8D891B78976434013C68F73874253C072B3C73D8A764340
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C05,Ward 1,003900,MID-CITY,5213,0039002,2000,110010039002000,110010039002000,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25719795,166.0673881209485,1040.8431833492587,0.00040187,0103000020E6100000010000001200000003853E49A64253C079B6C2FDAD7643405E387194A84253C086DD7A38AE76434020BE8733AB4253C0F57DEBADAE764340E93DE969AC4253C0CCA36AF9AE76434025E0189CAD4253C05F69145EAF7643404E217350AE4253C06E5EF6B1AF764340C300E797AD4253C022B3C094AE764340F1F44C72AC4253C0D1D87C0AAD764340049A7009AC4253C0F0040D95AC764340F5A0C6A4AB4253C0A4E23717AC764340A3D7EB3BAB4253C02CD3C6A1AB764340277AC751A54253C062941A81A576434050F3AE49A34253C09962919AA3764340BD944B41A34253C0D0290BD9A67643401A6E4B41A34253C04F2E9F5AAA764340B45AAE49A34253C0DBF6B127AE76434025E593E4A54253C0FA9EC1FDAD76434003853E49A64253C079B6C2FDAD764340
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C05,Ward 1,003900,MID-CITY,5214,0039002,2001,110010039002001,110010039002001,16364,0,246,234,180,24,2,17,0,11,8,3,1,1,32,162,23,1,17,0,1,7,3,1,1,241,177,24,2,17,0,10,7,3,1,1,30,160,23,1,17,0,1,6,3,1,1,197,180,17,4.2672937,544.8248816752651,17269.124935238637,0.00666765,0103000020E6100000010000002800000064FBAA83A84253C0F3C1A5848D764340D16D72FDA74253C040EA1E2C90764340BE273680A34253C0DD56C157A17643407084A75EA34253C004F37729A2764340299BAE49A34253C0C96DA1D9A276434050F3AE49A34253C09962919AA3764340277AC751A54253C062941A81A5764340A3D7EB3BAB4253C02CD3C6A1AB764340F5A0C6A4AB4253C0A4E23717AC764340049A7009AC4253C0F0040D95AC764340F1F44C72AC4253C0D1D87C0AAD764340C300E797AD4253C022B3C094AE7643404E217350AE4253C06E5EF6B1AF764340793CECB0AE4253C046EA4BE4AF7643400D12FE36B04253C0244157E8B07643401CA83354B14253C0FE5BD6CAB1764340021B9EDEB14253C0CCE44540B2764340E4774471B34253C0543EEED2B37643409BBC4AF3B34253C09B86EC69B4764340FE3DB3F2B74253C088028182B8764340490C68F2B94253C0C0170A69BA7643400A24C7D9BC4253C0D9ADAE63B3764340B47269F8C94253C0D8E2F3649D76434011AF4151C54253C0CBE7A2589B764340573C74BEC44253C009CF4D269B7643402CD13EA1C34253C059BDDDB09A76434007005D1FC24253C052B9428B99764340DB5E89A1C14253C06FD4D315997643402946C5EDBC4253C081DC78EC947643408FFC8D67BC4253C0030E6B7F94764340B81A24DDBB4253C0342E892B94764340ABA8884EBB4253C0A3F808E0937643404CA6BBBBBA4253C0D6D7EC9C937643402C9BE224B94253C0C73FE02F937643406C423A29B84253C08F429AD39276434011D166ABB74253C0E2BB7D9092764340B12C8226AE4253C0D4B84EE98D76434083C3ED0DAA4253C0DF4019358C764340DB2600B6A84253C08F9E53248C76434064FBAA83A84253C0F3C1A5848D764340
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C05,Ward 1,003900,MID-CITY,5316,0039003,3000,110010039003000,110010039003000,15991,0,308,295,225,39,1,19,0,11,5,2,8,0,32,209,33,1,19,0,2,5,2,8,0,294,217,38,1,18,0,9,5,2,6,0,30,203,32,1,18,0,0,5,2,6,0,200,191,9,3.95107396,516.936025716773,15989.429016825216,0.00617355,0103000020E61000000100000021000000E6CB50E0894253C05A338ECF91764340E0E8A3A98A4253C0571AB5AD93764340B23107498B4253C0CD6FDBF494764340AF9259128C4253C06C58E8F895764340D25EC03F914253C053E4982699764340CE350B2A964253C0F3FCA1EF9B7643402EB8E529974253C08A45B3979A76434075D4ABD1974253C0B1C2D0AC99764340AEFE473E9B4253C055F403A595764340813FD46B9F4253C021EBE5D3907643409125FDF9A24253C0573D8BAA8C7643406D55B4CBA34253C0A65A36E18B764340B4848949A44253C04DC644B78B764340DB2600B6A84253C08F9E53248C76434035558DD7A84253C0C3DC91B789764340A35E0638A94253C0D02F3F6D817643402FC876ADA94253C0549D2D1F767643402AE99944A94253C02941D8EC75764340799623E4A84253C02649F598757643403A3FAB83A84253C085AB4B3475764340326F0E39A24253C0BA02F5456F76434071A29CC3A14253C0D418BEBF6E764340C62D5667A14253C00BE74C4A6E76434026E47213A14253C08DC214C46D7643407687029EA04253C0D5B95EF26C764340A7087592994253C04C56774D75764340024D0004984253C077DBD51A777643407F4878EF944253C00512F9BD7A7643403E981744904253C08427B41D807643400998834D894253C0C480B135887643400194D9E8884253C0F8155B9A8876434024DD9BE0874253C0F8D891B789764340E6CB50E0894253C05A338ECF91764340
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C05,Ward 1,003900,MID-CITY,5317,0039003,3001,110010039003001,110010039003001,3896,0,116,116,61,34,0,9,0,12,0,0,0,0,21,50,34,0,9,0,2,0,0,0,0,108,60,28,0,9,0,11,0,0,0,0,19,50,28,0,9,0,2,0,0,0,0,87,85,2,0.96274011,275.51592500332015,3896.070987776264,0.00150428,0103000020E610000001000000140000006D55B4CBA34253C0A65A36E18B7643409125FDF9A24253C0573D8BAA8C764340813FD46B9F4253C021EBE5D390764340AEFE473E9B4253C055F403A59576434075D4ABD1974253C0B1C2D0AC997643402EB8E529974253C08A45B3979A764340CE350B2A964253C0F3FCA1EF9B764340715C81B8974253C03BEB1FD29C764340D90F2AB4984253C006521F699D764340B8E99EB79D4253C086EAC229A07643405D2D4BCC9F4253C0C9FAFA46A176434050F3AE49A34253C09962919AA3764340299BAE49A34253C0C96DA1D9A27643407084A75EA34253C004F37729A2764340BE273680A34253C0DD56C157A1764340D16D72FDA74253C040EA1E2C9076434064FBAA83A84253C0F3C1A5848D764340DB2600B6A84253C08F9E53248C764340B4848949A44253C04DC644B78B7643406D55B4CBA34253C0A65A36E18B764340
"['Briya PCS [Ontario Road/Adams Morgan]', 'H.D. Cooke Elementary School']",1.0,0.0,0.0,1.0,1.0,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C06,Ward 1,003800,MID-CITY,5124,0038001,1000,110010038001000,110010038001000,27622,0,680,645,461,109,0,34,0,41,13,7,13,4,92,421,104,0,33,0,5,11,6,12,1,649,449,108,0,30,0,33,11,7,12,4,79,411,103,0,29,0,4,9,6,12,1,464,453,11,6.82478917,734.6089736995011,27618.941866209094,0.01066373,0103000020E610000001000000130000001815BF687B4253C0EBE9FA36F175434077396DFC754253C0A38B3279F7754340F8B173B66C4253C0443671490276434031F45DA2664253C07CB8F07E09764340CC1E7AD9624253C09C469FDA0D764340CE8D7892604253C0C93E449B10764340263C1FD25B4253C09EBCB635167643403BF036655A4253C0480926D9177643406D8702B1584253C002EFA0E919764340E09264DB554253C0C92664561C764340A15DFAE7554253C07AC07D042B76434008712CEC554253C0AAAB5DEF2B76434016E9FAE7554253C05AD4AF4F2D764340B25CB8CB6A4253C0282BCFCD2B764340C140B7F27E4253C05C0353542A7643401373457D7E4253C0391985A619764340593BE5467D4253C0B7CDA132F27543400129EC317D4253C0D88DB615EF7543401815BF687B4253C0EBE9FA36F1754340
['H.D. Cooke Elementary School'],1.0,0.0,0.0,1.0,0.0,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C06,Ward 1,003800,MID-CITY,5202,0038003,3001,110010038003001,110010038003001,16843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16153157,522.8423666734259,16841.12075679473,0.00650239,0103000020E6100000010000001400000038306A846A4253C05EAD64595D764340482E0A9C584253C0C5E652B15E76434035799ECA554253C0EF666FF45E764340BA4A6DC6554253C01F3B24F4607643402E9802D3554253C0B3FC79727A76434080F601D3554253C0DDBAECA380764340733733D7554253C0ED52BB7D837643401102AA65574253C01E318F92847643407240041A584253C0EBC1C3AF8576434032A2AF5C5B4253C0AAA9B62C8C7643406C8A073F5D4253C018EC1EC3907643400CCF44475E4253C047FD40138E764340D9084F79604253C09A537F0F8B76434012D0701C644253C06349ECF686764340966EADA56C4253C06270BA2A7D764340D0C45B236E4253C03A26E87E7B764340C3B81D1B6D4253C065EA0C3878764340AEAB8FF96C4253C0518FC844777643400E649F386C4253C01DCE39405D76434038306A846A4253C05EAD64595D764340
['H.D. Cooke Elementary School'],1.0,0.0,0.0,1.0,0.0,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C06,Ward 1,003800,MID-CITY,5203,0038003,3002,110010038003002,110010038003002,7465,0,59,92,28,57,1,0,0,6,2,3,0,0,11,25,56,1,0,0,0,1,3,0,0,94,28,56,1,0,0,5,2,3,0,0,10,25,55,1,0,0,0,1,3,0,0,20,50,3,1.84454672,369.75370504823996,7464.615738089489,0.0028821,0103000020E61000000100000015000000D50DFFB77E4253C0821474015C76434036C3BCAC754253C0512A73985C764340CF6DC6F4704253C02EEF1CFD5C76434046EFAF556E4253C0271BAC1E5D76434081418E906D4253C00FE3722F5D7643400E649F386C4253C01DCE39405D764340AEAB8FF96C4253C0518FC84477764340C3B81D1B6D4253C065EA0C3878764340D0C45B236E4253C03A26E87E7B76434034A74DA0744253C0E64124ED73764340781D9F00764253C045A27D5A72764340ED15A660794253C02D79145B6E7643402AEB7C257C4253C06D5A70036B764340A4A77074814253C0F1DF60DA6476434069993203814253C0AD7C0F7A637643409A39ACCC804253C0B2D9C88662764340771C889E804253C0834A228B61764340AABD2C81804253C0105EEA6D607643401B469674804253C02E68B4505F76434076566C5B804253C0E267E6DF5B764340D50DFFB77E4253C0821474015C764340
['H.D. Cooke Elementary School'],1.0,0.0,0.0,1.0,0.0,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C06,Ward 1,003800,MID-CITY,5204,0038003,3003,110010038003003,110010038003003,17908,0,303,258,89,121,0,6,0,42,4,3,1,1,95,43,115,0,6,0,2,4,1,1,1,207,76,94,0,5,0,26,3,3,0,0,67,40,90,0,5,0,2,3,1,0,0,159,107,19,4.42471267,549.1480149242775,17906.176878296174,0.00691361,0103000020E6100000010000000D000000B25CB8CB6A4253C0282BCFCD2B76434065BEA8F56A4253C04696409632764340532C36AE6B4253C0B02AACF7487643400E649F386C4253C01DCE39405D76434081418E906D4253C00FE3722F5D76434046EFAF556E4253C0271BAC1E5D764340CF6DC6F4704253C02EEF1CFD5C76434036C3BCAC754253C0512A73985C764340D50DFFB77E4253C0821474015C76434076566C5B804253C0E267E6DF5B7643401A6BA54A804253C0983997E859764340C140B7F27E4253C05C0353542A764340B25CB8CB6A4253C0282BCFCD2B764340
['H.D. Cooke Elementary School'],1.0,0.0,0.0,1.0,0.0,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C06,Ward 1,003800,MID-CITY,5205,0038003,3004,110010038003004,110010038003004,17648,0,455,431,192,129,5,4,0,101,13,2,5,1,165,144,128,4,4,0,3,5,1,4,0,358,171,100,3,4,0,66,7,2,3,1,111,135,99,2,4,0,3,2,1,2,0,234,224,10,4.36059163,560.9611022152815,17646.688224528665,0.00681342,0103000020E610000001000000190000002309817B8A4253C0214F9C82297643409817CE6F844253C0D39ED4082A764340C140B7F27E4253C05C0353542A7643401A6BA54A804253C0983997E85976434076566C5B804253C0E267E6DF5B7643401B469674804253C02E68B4505F764340AABD2C81804253C0105EEA6D60764340771C889E804253C0834A228B617643409A39ACCC804253C0B2D9C8866276434069993203814253C0AD7C0F7A63764340A4A77074814253C0F1DF60DA6476434045AD7499864253C035500AEC5E7643407DED17F1894253C00E4AF61E5B7643403EFF5C598E4253C0073C02D055764340B41395BD914253C0E774EE6B51764340184F79EF944253C06280F84A4D76434016F62AA8944253C0AA596C924C7643402FBB726D944253C0C75417C94B764340FFEA8043944253C0CD2EC4FF4A764340A3372526944253C0D796AA254A76434051EF73D6934253C0716EACA442764340338FC286934253C0186D606737764340B12FAE2E934253C0444EDEA32B7643407A178315934253C06D2FD5DA287643402309817B8A4253C0214F9C8229764340
