near_schools,es,ms,hs,public_school,charter_school,anc_id,nbh_cluster,nbh_cluster_names,smd_id,ward_name,census_tract,comp_plan_area,objectid,blkgrp,block,geoid,geoid10,aland10,awater10,total_pop,total_pop_one_race,pop_white,pop_black,pop_native,pop_asian,pop_pacific_islander,pop_other_race,pop_black_other,pop_native_other,pop_asian_other,pop_pacific_islander_other,pop_hispanic,pop_white_non_hispanic,pop_non_hispanic_black,pop_non_hispanic_native,pop_non_hispanic_asian,pop_non_hispanic_pacific_islander,pop_non_hispanic_other,pop_non_hispanic_black_other,pop_non_hispanic_native_other,pop_non_hispanic_asian_other,pop_non_hispanic_pacific_islander_other,adult_total_pop,adult_pop_white,adult_pop_black,adult_pop_native,adult_pop_asian,adult_pop_pacific_islander,adult_pop_other_race,adult_pop_black_other,adult_pop_native_other,adult_pop_asian_other,adult_pop_pacific_islander_other,adult_pop_hispanic,adult_pop_white_non_hispanic,adult_pop_non_hispanic_black,adult_pop_non_hispanic_native,adult_pop_non_hispanic_asian,adult_pop_non_hispanic_pacific_islander,adult_pop_non_hispanic_other,adult_pop_non_hispanic_black_other,adult_pop_non_hispanic_native_other,adult_pop_non_hispanic_asian_other,adult_pop_non_hispanic_pacific_islander_other,total_housing_units,total_occupied_housing_units,total_vacant_housing_units,acres,shape_length,shape_area,sqmiles,geography
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010100,CENTRAL WASHINGTON,5829,0101002,2005,110010101002005,110010101002005,22976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6770005,610.6461337130485,22974.005946971796,0.00887031,0103000020E6100000010000000F0000000D79CB6C434253C09DBE86F9AD734340A44C74524B4253C0879F85F9AD734340A3C065CF514253C09024EA01AE734340C61D4DB1564253C083F586F9AD734340F2C24DB1564253C0E7721B3EA47343401682B0B9564253C03D7A51B598734340CECBE1BD564253C03860C13186734340EB6DA4624F4253C0A3F85D2986734340D77EB6AB434253C0935C5D2986734340F36812013A4253C0365BC031867343406F0B4490364253C0C1BF08F78573434014D57D7F364253C06CF78F41A97343401452128C364253C0BFFDBFE8AD7343403CEFA35D384253C0AB1E5CE0AD7343400D79CB6C434253C09DBE86F9AD734340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010100,CENTRAL WASHINGTON,5830,0101002,2006,110010101002006,110010101002006,22131,0,106,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,105,1,1,5.46820379,602.2343613687734,22129.035613720753,0.00854407,0103000020E61000000100000012000000EB6DA4624F4253C0A3F85D2986734340CECBE1BD564253C03860C13186734340F63E45C6564253C0854C8E6C69734340DF56A9CE564253C0A93BCD7E5F734340E33D14D84F4253C05366CF7E5F734340455BA8064D4253C0DB77F8975F734340E03039FA4B4253C01511BFA85F734340B12B49394B4253C03EAD77E35F734340B40EAEAA4A4253C01FF63EF45F73434060DCC731454253C0116CB0D25F73434049E26FDA3F4253C0F596BEA85F73434024D72DCF364253C0DFE8B23B5F734340C272C3DB364253C02200D18D6B7343409E2BC4DB364253C0568590916E7343406F0B4490364253C0C1BF08F785734340F36812013A4253C0365BC03186734340D77EB6AB434253C0935C5D2986734340EB6DA4624F4253C0A3F85D2986734340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010100,CENTRAL WASHINGTON,5831,0101002,2007,110010101002007,110010101002007,19164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73514655,555.4839504473,19162.458228129948,0.00739867,0103000020E6100000010000001600000049E26FDA3F4253C0F596BEA85F73434060DCC731454253C0116CB0D25F734340B40EAEAA4A4253C01FF63EF45F734340B12B49394B4253C03EAD77E35F734340E03039FA4B4253C01511BFA85F734340455BA8064D4253C0DB77F8975F734340E33D14D84F4253C05366CF7E5F734340DF56A9CE564253C0A93BCD7E5F734340198E6FDF564253C0DD65AA354F734340BC6C6FDF564253C09DC2C1EA4A7343409E7F36F0564253C0C3409F0A3A73434001670A53474253C0BF55D8F939734340123B8F42454253C00E1C75F139734340F2FA53973F4253C08D4D03133A734340104ACCA4394253C057D40C3E4F734340A7AF32E8374253C0A42891AE54734340D81A3C3C374253C0C23DFC7F57734340E8CFE609374253C0CD9B86CF587343404467EEF4364253C018F1926A5A734340AC4A26E4364253C0DC9FC81E5C73434024D72DCF364253C0DFE8B23B5F73434049E26FDA3F4253C0F596BEA85F734340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6019,0107001,1000,110010107001000,110010107001000,36240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9543314,766.0996502627873,36236.893525226435,0.01399114,0103000020E6100000010000000E000000E5CD549C564253C0D773B6B9EC7343403FB13F2E5D4253C0C8838CA0EC734340E4BF4F9E654253C006EC2898EC734340340387D6764253C0B893EEA8EC734340C6994DE7764253C000F5BD4CCF734340F6D3B1EF764253C02D0A9631C0734340704D15F8764253C033CCAF12AE734340B8E3AE556E4253C0FB5B86F9AD7343404694CDDA594253C0180523F1AD734340C61D4DB1564253C083F586F9AD734340AC5D1BAD564253C0D031B509B2734340046C1BAD564253C053EFBFE1C07343400B5BE9A8564253C0CDCCE5E6D6734340E5CD549C564253C0D773B6B9EC734340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6020,0107001,1001,110010107001001,110010107001001,20311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01850955,621.0398538763536,20309.187609285895,0.00784142,0103000020E6100000010000000F000000A5477A899D4253C0B3624544EC73434019A862D4A14253C0C2623605ED7343406AFA4178A04253C0D8CCDC44E873434001464FFB994253C0B67438F4D17343401971A7FF984253C0D932949CCE734340B9871800964253C0F3C35844CF734340C6994DE7764253C000F5BD4CCF734340340387D6764253C0B893EEA8EC734340E4C215888A4253C052B8B5B9EC734340719F68A4914253C0786EB6B9EC734340251339E7934253C063096287EC73434097DD53C1944253C0948C9B76EC73434062C4152E974253C03C474544EC734340C288D3F69B4253C095AD192BEC734340A5477A899D4253C0B3624544EC734340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6039,0107001,1020,110010107001020,110010107001020,13669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37725733,492.1742032403296,13667.275497465753,0.00527696,0103000020E6100000010000000E000000704D15F8764253C033CCAF12AE734340C8324CA58B4253C05055EA01AE734340066AED938F4253C061304E0AAE734340285B31408E4253C0C498E573A973434026B9EAF9864253C0FFE81C17907343408253F9CF864253C04E69C94D8F734340FC76A49D864253C077A993308E734340ACAB1E67864253C017E45D7C8C734340CC4C2552864253C0E2AF265F8B734340AA6C9045864253C01273F0418A734340A5722552864253C07BC8F8208673434023D446FC764253C0C870F82086734340405614F8764253C047678FA289734340704D15F8764253C033CCAF12AE734340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6040,0107001,1021,110010107001021,110010107001021,17545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33491376,544.5927053005255,17542.77360060384,0.0067733,0103000020E61000000100000009000000704D15F8764253C033CCAF12AE734340F6D3B1EF764253C02D0A9631C0734340C6994DE7764253C000F5BD4CCF734340B9871800964253C0F3C35844CF7343401971A7FF984253C0D932949CCE73434034AF47DF904253C03FDCC376B2734340066AED938F4253C061304E0AAE734340C8324CA58B4253C05055EA01AE734340704D15F8764253C033CCAF12AE734340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6041,0107001,1022,110010107001022,110010107001022,23019,0,32,32,32,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,41,24,17,5.68758035,611.668509851488,23016.82105687134,0.00888684,0103000020E6100000010000000D000000B8E3AE556E4253C0FB5B86F9AD734340704D15F8764253C033CCAF12AE734340405614F8764253C047678FA28973434023D446FC764253C0C870F82086734340843A0AE8714253C0112EF82086734340B3196581624253C03AE3243A86734340C4E068D2594253C052D4233A86734340CECBE1BD564253C03860C131867343401682B0B9564253C03D7A51B598734340F2C24DB1564253C0E7721B3EA4734340C61D4DB1564253C083F586F9AD7343404694CDDA594253C0180523F1AD734340B8E3AE556E4253C0FB5B86F9AD734340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6042,0107001,1023,110010107001023,110010107001023,22515,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,5.5630752,604.005729146543,22512.966597845665,0.0086923,0103000020E61000000100000010000000CECBE1BD564253C03860C13186734340C4E068D2594253C052D4233A86734340B3196581624253C03AE3243A86734340843A0AE8714253C0112EF8208673434023D446FC764253C0C870F8208673434005A2A904774253C010B92C1982734340821D7115774253C041E98CFC7C734340F6B3D41D774253C0A7D24D1D66734340ED539C2E774253C010EA30875F734340480413B1744253C05818405D5F73434086ABC4166E4253C0FEF615445F7343402C3E690F674253C03DF2B23B5F734340167A6DD5614253C0CCF3A3655F734340DF56A9CE564253C0A93BCD7E5F734340F63E45C6564253C0854C8E6C69734340CECBE1BD564253C03860C13186734340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6072,0107001,1024,110010107001024,110010107001024,10594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61761563,423.52826740477235,10593.11464055822,0.00409002,0103000020E6100000010000000D000000E59138797D4253C0188ACD7E5F734340ED539C2E774253C010EA30875F734340F6B3D41D774253C0A7D24D1D66734340821D7115774253C041E98CFC7C73434005A2A904774253C010B92C198273434023D446FC764253C0C870F82086734340A5722552864253C07BC8F8208673434039645656864253C03902C810827343407139885A864253C0B3CE1F1581734340C213EC62864253C08964005A75734340BD3EEC62864253C098128B9A6A734340C37F5656864253C0C3B33E5D5F734340E59138797D4253C0188ACD7E5F734340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6073,0107001,1025,110010107001025,110010107001025,12897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18656865,472.5695684489176,12895.58581303002,0.00497901,0103000020E61000000100000012000000F939A6016F4253C0768CA5013E734340A9EBE900744253C0E937AA354F734340EDCA1561764253C0264DFA7F57734340834E1CE3764253C0BD19F7DB5973434068AF0D0D774253C03BA53CCF5A73434018546A2A774253C08DAD456A5C734340BF66CD32774253C043604F9C5E734340ED539C2E774253C010EA30875F734340E59138797D4253C0188ACD7E5F734340C37F5656864253C0C3B33E5D5F734340EA5B5656864253C02F51472D4F734340043EBA5E864253C09E85A82643734340C1C5B95E864253C0FDA3234D3E7343401D67885A864253C0428A57453A7343403B496F217B4253C08BE1E6CF39734340890E5C6A704253C054FB02133A734340E4F66FE46D4253C0FAD601133A734340F939A6016F4253C0768CA5013E734340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6074,0107001,1026,110010107001026,110010107001026,18920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67474078,556.9685465452134,18918.00474540384,0.00730428,0103000020E6100000010000001200000086ABC4166E4253C0FEF615445F734340480413B1744253C05818405D5F734340ED539C2E774253C010EA30875F734340BF66CD32774253C043604F9C5E73434018546A2A774253C08DAD456A5C73434068AF0D0D774253C03BA53CCF5A734340834E1CE3764253C0BD19F7DB59734340EDCA1561764253C0264DFA7F57734340A9EBE900744253C0E937AA354F734340F939A6016F4253C0768CA5013E734340E4F66FE46D4253C0FAD601133A7343409E7F36F0564253C0C3409F0A3A734340BC6C6FDF564253C09DC2C1EA4A734340198E6FDF564253C0DD65AA354F734340DF56A9CE564253C0A93BCD7E5F734340167A6DD5614253C0CCF3A3655F7343402C3E690F674253C03DF2B23B5F73434086ABC4166E4253C0FEF615445F734340
['Goodwill Excel Center PCS'],0.0,0.0,1.0,0.0,1.0,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6081,0107001,1033,110010107001033,110010107001033,20980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18387074,578.7693017293292,20978.38058065543,0.0080998,0103000020E6100000010000000C0000001D67885A864253C0428A57453A73434034B6BA5E864253C072A79AD628734340E802B373864253C09AA8F51C1373434021FD4780864253C01B41FE640E734340D62ADE8C864253C03B923B8F0C7343405CB77324834253C04FF906440A73434075E4E1C26D4253C0266C95650A734340FDF776CF6D4253C06E44502931734340E4F66FE46D4253C0FAD601133A734340890E5C6A704253C054FB02133A7343403B496F217B4253C08BE1E6CF397343401D67885A864253C0428A57453A734340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6082,0107002,2000,110010107002000,110010107002000,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46937522,196.19685002423762,1899.4941221849078,0.0007334,0103000020E6100000010000000900000070033B155C4253C0C86DF66524744340FCC156FE684253C055B2628A2D744340626B8902694253C09606F393257443405DC61D0F694253C019ED1A882074434010CF8724664253C099DC7D90207443405A0C0279624253C03D2AA8A920744340AE9D589F5E4253C00CFDD2C220744340EB9D1B005D4253C03091D2C22074434070033B155C4253C0C86DF66524744340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6083,0107002,2001,110010107002001,110010107002001,4334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07079466,272.1324032884937,4333.352243379672,0.00167312,0103000020E6100000010000000B000000626B8902694253C09606F39325744340FCC156FE684253C055B2628A2D7443407FAAFC276B4253C071747BFB2E744340E0081A27714253C09B69392D33744340FAD35CBD764253C067633E243774434045718FC1764253C09DE2C6B732744340FA498EC1764253C04471D3C2207443401C4CB8FC734253C00C6160E4207443409581860E6D4253C0E3EB45A1207443405DC61D0F694253C019ED1A8820744340626B8902694253C09606F39325744340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6084,0107002,2002,110010107002002,110010107002002,37843,0,130,127,103,6,0,15,0,3,0,0,3,1,18,89,6,0,14,0,0,0,0,3,1,130,103,6,0,15,0,3,0,0,3,1,18,89,6,0,14,0,0,0,0,3,1,108,101,7,9.35030727,852.3897282527396,37839.35102412264,0.01460986,0103000020E6100000010000001000000045718FC1764253C09DE2C6B732744340FAD35CBD764253C067633E24377443400C54DD39804253C01E1A31A13D7443405419594A824253C017E082013F7443400F9F29558E4253C0965B8B8647744340A79B73DBAA4253C02821A8595B744340AA75A4DFAA4253C086AB231757744340BA01A4DFAA4253C044915397477443404FC172DBAA4253C0F99C984D3B744340293F39ECAA4253C04E8E00542C744340E5A06405AB4253C03D9AC3EC2074434081A1D233A94253C01B9B36CB207443400BD768039C4253C016D66FBA20744340BC78DC60944253C04F67D3C220744340FA498EC1764253C04471D3C22074434045718FC1764253C09DE2C6B732744340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6094,0107002,2012,110010107002012,110010107002012,20318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02023654,551.1610298412495,20316.176468031805,0.00784412,0103000020E6100000010000001300000081A1D233A94253C01B9B36CB20744340E5A06405AB4253C03D9AC3EC20744340C524F911AB4253C02C7F0AF61A744340BFC0F811AB4253C08EE1FACC14744340E2593AECAA4253C010F5AA3E12744340490F656EAA4253C0A91A34D20D744340E2D9ED76A94253C0356DEE22077443404826745AA34253C08F482954F273434019A862D4A14253C0C2623605ED7343405A6C95639E4253C081EAF7DAEE734340B4B725C09C4253C007653DCEEF7343403386AB189A4253C0F1E463ACF1734340021215C5974253C003913558F373434043C2E9CD944253C04D1EB168F5734340B2E226838F4253C082D6FE24F9734340D0DEAF8B8E4253C0D37CAF260A744340BC78DC60944253C04F67D3C2207443400BD768039C4253C016D66FBA2074434081A1D233A94253C01B9B36CB20744340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6095,0107002,2013,110010107002013,110010107002013,6695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65424129,392.31905134275837,6694.477007999196,0.00258475,0103000020E61000000100000005000000A6DDC0C5764253C065B359841D744340FA498EC1764253C04471D3C220744340BC78DC60944253C04F67D3C220744340D0DEAF8B8E4253C0D37CAF260A744340A6DDC0C5764253C065B359841D744340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6096,0107002,2014,110010107002014,110010107002014,4342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07289861,271.9369387884381,4341.866647739246,0.0016764,0103000020E6100000010000000C00000020E0F3BD724253C08BC899430D744340602317776F4253C0A0E7DC640F744340BD5BC1F1684253C0CA7144FB137443400EADEC0A694253C00EC8904E18744340378ABA06694253C0A4E9DBA11C7443405DC61D0F694253C019ED1A88207443409581860E6D4253C0E3EB45A1207443401C4CB8FC734253C00C6160E420744340FA498EC1764253C04471D3C220744340A6DDC0C5764253C065B359841D7443407EC223CE764253C00B4476370A74434020E0F3BD724253C08BC899430D744340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6097,0107002,2015,110010107002015,110010107002015,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45106584,193.3047114753116,1825.3986966254106,0.00070479,0103000020E6100000010000000B00000013CBCA5B614253C0A186F08419744340573496325C4253C02A2B06521D744340EB9D1B005D4253C03091D2C220744340AE9D589F5E4253C00CFDD2C2207443405A0C0279624253C03D2AA8A92074434010CF8724664253C099DC7D90207443405DC61D0F694253C019ED1A8820744340378ABA06694253C0A4E9DBA11C7443400EADEC0A694253C00EC8904E18744340BD5BC1F1684253C0CA7144FB1374434013CBCA5B614253C0A186F08419744340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6098,0107002,2016,110010107002016,110010107002016,23262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74757318,612.0144548149443,23259.60343779266,0.00898058,0103000020E610000001000000160000003FB13F2E5D4253C0C8838CA0EC734340E5CD549C564253C0D773B6B9EC734340FFF38C8B564253C04D94F18419744340CB2918DB574253C0AEFFF084197443407EC98265584253C093DE538D1974434046EBA42A594253C045CBA8BF1974434076D3EA86594253C0ECA0FDF119744340DEA5F68A5A4253C0348851BB1A744340F4500BE35A4253C08450340F1B7443401008523F5B4253C02ECF427C1B744340736E6C825B4253C0DA8550E91B744340573496325C4253C02A2B06521D74434013CBCA5B614253C0A186F08419744340BD5BC1F1684253C0CA7144FB13744340602317776F4253C0A0E7DC640F74434020E0F3BD724253C08BC899430D7443407EC223CE764253C00B4476370A744340BF8755D2764253C0B5EF3939FE73434080A654D2764253C01064AF43F0734340340387D6764253C0B893EEA8EC734340E4BF4F9E654253C006EC2898EC7343403FB13F2E5D4253C0C8838CA0EC734340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6099,0107002,2017,110010107002017,110010107002017,11391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81433715,576.3289923585587,11389.218370532692,0.0043974,0103000020E6100000010000001600000080A654D2764253C01064AF43F0734340BF8755D2764253C0B5EF3939FE7343407EC223CE764253C00B4476370A744340092E1B95874253C089BF0FB7FE7343409EDA63388A4253C03984E8D8FC734340F1FCDDDF8C4253C0469C2403FB734340B2E226838F4253C082D6FE24F973434043C2E9CD944253C04D1EB168F5734340021215C5974253C003913558F37343403386AB189A4253C0F1E463ACF1734340B4B725C09C4253C007653DCEEF7343405A6C95639E4253C081EAF7DAEE73434019A862D4A14253C0C2623605ED734340A5477A899D4253C0B3624544EC734340C288D3F69B4253C095AD192BEC73434062C4152E974253C03C474544EC73434097DD53C1944253C0948C9B76EC734340251339E7934253C063096287EC734340719F68A4914253C0786EB6B9EC734340E4C215888A4253C052B8B5B9EC734340340387D6764253C0B893EEA8EC73434080A654D2764253C01064AF43F0734340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,6100,0107002,2018,110010107002018,110010107002018,7709,0,5,5,4,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1.9047829,408.16658889260225,7708.382909650457,0.00297622,0103000020E61000000100000008000000F1FCDDDF8C4253C0469C2403FB7343409EDA63388A4253C03984E8D8FC734340092E1B95874253C089BF0FB7FE7343407EC223CE764253C00B4476370A744340A6DDC0C5764253C065B359841D744340D0DEAF8B8E4253C0D37CAF260A744340B2E226838F4253C082D6FE24F9734340F1FCDDDF8C4253C0469C2403FB734340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,005500,NEAR NORTHWEST,5048,0055003,3000,110010055003000,110010055003000,4630,0,56,54,50,0,0,4,0,0,0,0,2,0,8,42,0,0,4,0,0,0,0,2,0,53,48,0,0,3,0,0,0,0,2,0,6,42,0,0,3,0,0,0,0,2,0,27,27,0,1.1439567,334.89417465141105,4629.428503659003,0.00178743,0103000020E610000001000000090000000FC2F5C3F44253C0F88BF7A70F744340ACBA8AE6ED4253C09E893BD81D744340A6833886EC4253C0BF5FD1C22074434077D26F6BF74253C01D9F35CB20744340406EC82BFC4253C04249FCDB207443401BABC82BFC4253C0CB6649451E7443401304903CFC4253C0F61D3D9B107443407A128F3CFC4253C0FD2954AAFF7343400FC2F5C3F44253C0F88BF7A70F744340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,005500,NEAR NORTHWEST,5433,0055004,4001,110010055004001,110010055004001,13892,0,269,258,213,10,0,30,0,5,5,0,6,0,23,195,10,0,30,0,1,5,0,6,0,262,211,10,0,29,0,5,4,0,3,0,22,193,10,0,29,0,1,4,0,3,0,158,138,20,3.43236791,522.7131891431467,13890.30011445768,0.00536307,0103000020E6100000010000000D000000A5056523FC4253C0B25A1D364C744340E3A49AD7FD4253C098C71E364C744340FEA09E6A194353C01463494F4C744340CB05BF3B1E4353C0C01AF41C4C74434028D417871F4353C03738F21C4C7443409F6C4A8B1F4353C049DF6A9F49744340E7384A8B1F4353C048E2875236744340AF9738051E4353C0D71FEB5A36744340BC5A9E6A194353C0FDCF4D63367443400AAEC465014353C03EBA4D63367443403DA2011BFC4253C08B7C4D63367443404463331FFC4253C02AD5069749744340A5056523FC4253C0B25A1D364C744340
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B06,Ward 2,005500,NEAR NORTHWEST,5438,0055005,5003,110010055005003,110010055005003,19065,0,420,401,333,18,0,44,0,6,4,4,12,0,38,304,17,0,42,0,2,4,4,11,0,409,328,16,0,43,0,5,3,4,11,0,37,300,15,0,41,0,1,3,4,10,0,332,307,25,4.71053754,550.7375649311517,19062.869101309516,0.00736021,0103000020E61000000100000013000000BE88103FEB4253C0904076832374434076288411E74253C0F012635C2C7443407D7DF533E14253C0E7CEF12339744340CD58290AE04253C09F537BA13B744340FD031C9DDF4253C05157C85D3F74434097BA8E7BDF4253C07670A77641744340C7C48E7BDF4253C0DA04EB0043744340F6FD5C77DF4253C0796F77B943744340C85A5D77DF4253C0F07BA48E49744340B2F08D7BDF4253C0B6AAAB574C7443400F0869B8ED4253C03266474F4C744340A1E9FAF2EE4253C07B05E5464C744340A5056523FC4253C0B25A1D364C7443404463331FFC4253C02AD50697497443403DA2011BFC4253C08B7C4D6336744340406EC82BFC4253C04249FCDB2074434077D26F6BF74253C01D9F35CB20744340A6833886EC4253C0BF5FD1C220744340BE88103FEB4253C09040768323744340
