near_schools,es,ms,hs,public_school,charter_school,anc_id,nbh_cluster,nbh_cluster_names,smd_id,ward_name,census_tract,comp_plan_area,intersectionid,intersection_type,geography,street_names,int_road_types,int_road_block_ids
['Meridian Public Charter School - Elementary School'],1.0,0.0,0.0,0.0,1.0,1B,Cluster 3,"Howard University, Le Droit Park, Cardozo/Shaw",1B12,Ward 1,004400,MID-CITY,16349,REGULAR,0101000020E61000008DB7A95AE54153C0397E037A60754340,"['13TH STREET NW', 'U STREET NW']","['Minor Arterial', 'Principal Arterial']","['125380', '127644', '132516', '132904']"
[None],,,,,,1B,Cluster 3,"Howard University, Le Droit Park, Cardozo/Shaw",1B12,Ward 1,004400,MID-CITY,18998,REGULAR,0101000020E6100000139F5028CC4153C0C435106B60754340,"['12TH STREET NW', 'U STREET NW']","['Local', 'Principal Arterial']","['128530', '128767', '131366', '132904']"
[None],,,,,,1B,Cluster 3,"Howard University, Le Droit Park, Cardozo/Shaw",1B12,Ward 1,004400,MID-CITY,19757,REGULAR,0101000020E61000003C4C0F64E54153C0E21A511849754340,"['13TH STREET NW', 'WALLACH PLACE NW']","['Local', 'Minor Arterial']","['125264', '125380', '130082']"
[None],,,,,,1B,Cluster 3,"Howard University, Le Droit Park, Cardozo/Shaw",1B12,Ward 1,004400,NEAR NORTHWEST,15843,REGULAR,0101000020E6100000FB0CBB840B4253C003AF547060754340,"['14TH STREET NW', 'U STREET NW']","['Minor Arterial', 'Principal Arterial']","['124872', '129726', '130009', '132516']"
['Garrison Elementary School'],1.0,0.0,0.0,1.0,0.0,1B,Cluster 3,"Howard University, Le Droit Park, Cardozo/Shaw",1B12,Ward 1,005001,NEAR NORTHWEST,19548,REGULAR,0101000020E61000008612E917CC4153C03D4B633F01754340,"['12TH STREET NW', 'S STREET NW']",['Local'],"['127811', '131025', '134367']"
[None],,,,,,1B,Cluster 3,"Howard University, Le Droit Park, Cardozo/Shaw",2B09,Ward 2,004400,NEAR NORTHWEST,18439,REGULAR,0101000020E61000005B6BC6980B4253C0DD8B499931754340,"['14TH STREET NW', 'T STREET NW']","['Local', 'Principal Arterial']","['126870', '128344', '132116', '132740']"
[None],,,,,,1B,Cluster 3,"Howard University, Le Droit Park, Cardozo/Shaw",6E02,Ward 6,004801,MID-CITY,11501,REGULAR,0101000020E610000090BF14BC284153C0BAD4A15D13754340,"['FLORIDA AVENUE NW', 'NEW JERSEY AVENUE NW']","['Minor Arterial', 'Principal Arterial']","['127877', '128433', '129956']"
[None],,,,,,1B,Cluster 3,"Howard University, Le Droit Park, Cardozo/Shaw",6E02,Ward 6,004801,MID-CITY,15933,REGULAR,0101000020E610000004BFC652474153C0DB0E87B72D754340,"['6TH STREET NW', 'FLORIDA AVENUE NW']","['Local', 'Minor Arterial', 'Principal Arterial']","['125991', '126700', '128563', '129414']"
[None],,,,,,1B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",1B05,Ward 1,004300,MID-CITY,12953,REGULAR,0101000020E6100000EEDD26C8354253C0916231F984754340,"['15TH STREET NW', 'V STREET NW']","['Local', 'Minor Arterial']","['124979', '126241', '129939', '131883']"
[None],,,,,,1B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",1B05,Ward 1,004300,MID-CITY,18011,REGULAR,0101000020E61000007F111690454253C038581B0285754340,"['NEW HAMPSHIRE AVENUE NW', 'V STREET NW']","['Local', 'Minor Arterial']","['126492', '127861', '130477', '131883']"
[None],,,,,,1B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",1C08,Ward 1,003700,MID-CITY,16533,REGULAR,0101000020E61000003ADD49FB554253C083E2C1CFA6754340,"['16TH STREET NW', 'FLORIDA AVENUE NW', 'W STREET NW']","['Local', 'Minor Arterial', 'Principal Arterial']","['125226', '127419', '127985', '133918']"
[None],,,,,,1B,Cluster 7,"Shaw, Logan Circle",1B02,Ward 1,004901,NEAR NORTHWEST,11766,REGULAR,0101000020E6100000806D20DDA94153C0D4A9FAE900754340,"['10TH STREET NW', 'S STREET NW']","['Collector', 'Local']","['126199', '128532', '132139', '132232']"
['Marie Reed Elementary School'],1.0,0.0,0.0,1.0,0.0,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C01,Ward 1,003800,MID-CITY,18816,REGULAR,0101000020E610000091A5D264AA4253C079D180657B754340,"['18TH STREET NW', 'CALIFORNIA STREET NW']","['Local', 'Minor Arterial']","['125277', '125539', '126237', '127505']"
['Oyster-Adams Bilingual School (Adams)'],1.0,0.0,0.0,1.0,0.0,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C01,Ward 1,004001,MID-CITY,14296,REGULAR,0101000020E61000007A56E1AEE44253C0C00058E78D754340,"['COLUMBIA ROAD NW', 'WYOMING AVENUE NW']","['Local', 'Minor Arterial']","['128604', '128713', '133374', '133810']"
['Oyster-Adams Bilingual School (Adams)'],1.0,0.0,0.0,1.0,0.0,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C01,Ward 1,004001,MID-CITY,15536,REGULAR,0101000020E6100000CCAB2FBCDD4253C021DF84BFA3754340,"['19TH STREET NW', 'COLUMBIA ROAD NW']","['Local', 'Minor Arterial']","['126571', '126754', '128276', '128713']"
['Oyster-Adams Bilingual School (Adams)'],1.0,0.0,0.0,1.0,0.0,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C01,Ward 1,004001,MID-CITY,19262,REGULAR,0101000020E6100000ED787ACAF24253C0836C6E2E61754340,"['CALIFORNIA STREET NW', 'COLUMBIA ROAD NW']","['Local', 'Minor Arterial']","['125004', '126021', '128483']"
['Marie Reed Elementary School'],1.0,0.0,0.0,1.0,0.0,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C01,Ward 1,004002,MID-CITY,13560,REGULAR,0101000020E6100000A0F69EF0AA4253C0A54EB1A499754340,"['18TH STREET NW', 'WYOMING AVENUE NW']","['Local', 'Minor Arterial']","['125277', '129358', '130868']"
['Oyster-Adams Bilingual School (Adams)'],1.0,0.0,0.0,1.0,0.0,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C01,Ward 1,004002,MID-CITY,13561,REGULAR,0101000020E6100000B822C167DB4253C01DA7101798754340,"['19TH STREET NW', 'WYOMING AVENUE NW']",['Local'],"['126571', '129804', '130868', '133810']"
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C01,Ward 1,004002,MID-CITY,14055,REGULAR,0101000020E6100000C98DFF80AA4253C0687D3E0260754340,"['18TH STREET NW', 'U STREET NW', 'VERNON STREET NW']","['Local', 'Minor Arterial']","['125539', '127461', '134107', '134533']"
['Oyster-Adams Bilingual School (Adams)'],1.0,0.0,0.0,1.0,0.0,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C01,Ward 1,004002,MID-CITY,14056,REGULAR,0101000020E61000008D788115CF4253C002D146AC5F754340,"['19TH STREET NW', 'VERNON STREET NW']",['Local'],"['126200', '126283', '134107']"
['Oyster-Adams Bilingual School (Adams)'],1.0,0.0,0.0,1.0,0.0,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C01,Ward 1,004002,MID-CITY,19683,REGULAR,0101000020E610000060A74E1DD54253C0FC73C23E7B754340,"['19TH STREET NW', 'CALIFORNIA STREET NW']",['Local'],"['126200', '127505', '129804']"
['Oyster-Adams Bilingual School (Adams)'],1.0,0.0,0.0,1.0,0.0,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C01,Ward 1,004002,MID-CITY,2060,REGULAR,0101000020E610000035B5AE57E94253C09B490F177F754340,"['20TH STREET NW', 'COLUMBIA ROAD NW']","['Local', 'Minor Arterial']","['128483', '128604', '128819']"
['Oyster-Adams Bilingual School (Adams)'],1.0,0.0,0.0,1.0,0.0,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C01,Ward 1,004002,NEAR NORTHWEST,14705,REGULAR,0101000020E610000074FA6113D24253C0D13D202431754340,"['FLORIDA AVENUE NW', 'T STREET NW']","['Local', 'Minor Arterial']","['125200', '127831', '130582', '130935']"
['Oyster-Adams Bilingual School (Adams)'],1.0,0.0,0.0,1.0,0.0,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C01,Ward 1,004202,NEAR NORTHWEST,15755,REGULAR,0101000020E61000007DF3FDAFC74253C052EE8F133C754340,"['19TH STREET NW', 'FLORIDA AVENUE NW']","['Local', 'Minor Arterial']","['126048', '126283', '127286', '127831']"
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C02,Ward 1,003900,MID-CITY,13470,REGULAR,0101000020E610000057ABBCA6074353C00DC343422D764340,"['BILTMORE STREET NW', 'CALVERT STREET NW']","['Local', 'Minor Arterial']","['124938', '125483', '127017']"
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C02,Ward 1,004001,MID-CITY,12982,REGULAR,0101000020E61000005DA15A40144353C09EC7461FF7754340,"['ALLEN PLACE NW', 'WATERSIDE DRIVE NW']",['Local'],"['125258', '129901', '134096']"
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C02,Ward 1,004001,MID-CITY,13469,REGULAR,0101000020E610000047EEEF45044353C09A63F72B1A764340,"['20TH STREET NW', 'BILTMORE STREET NW']",['Local'],"['125483', '126526', '128967']"
['Oyster-Adams Bilingual School (Adams)'],1.0,0.0,0.0,1.0,0.0,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C02,Ward 1,004001,MID-CITY,13751,REGULAR,0101000020E610000027CBC7E4EC4253C0367FC92188754340,"['20TH STREET NW', 'WYOMING AVENUE NW']",['Local'],"['126097', '128819', '130980', '133374']"
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C02,Ward 1,004001,MID-CITY,13888,REGULAR,0101000020E6100000FCFF744CDC4253C0B0AE3C1E0F764340,"['BILTMORE STREET NW', 'CLIFFBOURNE PLACE NW']",['Local'],"['126958', '128671', '128709']"
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C02,Ward 1,004001,MID-CITY,13889,REGULAR,0101000020E6100000B93FC866F64253C0714D641B0F764340,"['19TH STREET NW', 'BILTMORE STREET NW']",['Local'],"['125468', '126958', '129140']"
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C02,Ward 1,004001,MID-CITY,14812,REGULAR,0101000020E610000089DE284A004353C02FDD68A9D4754340,"['20TH STREET NW', 'ASHMEAD PLACE NW', 'BELMONT ROAD NW']",['Local'],"['125020', '125689', '127020', '128463', '128771']"
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C02,Ward 1,004001,MID-CITY,14813,REGULAR,0101000020E61000005E73336E134353C05E846F72D3754340,"['BELMONT ROAD NW', 'WATERSIDE DRIVE NW']",['Local'],"['128268', '128771', '134096']"
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C02,Ward 1,004001,MID-CITY,15747,REGULAR,0101000020E610000031E61249014353C001FFFA5BF2754340,"['20TH STREET NW', 'ALLEN PLACE NW']",['Local'],"['125020', '127612', '129901']"
[None],,,,,,1C,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",1C02,Ward 1,004001,MID-CITY,15748,REGULAR,0101000020E6100000BA64A96E034353C0BC9589240F764340,['20TH STREET NW'],['Local'],"['126526', '127612', '127977']"
