near_schools,es,ms,hs,public_school,charter_school,anc_id,nbh_cluster,nbh_cluster_names,smd_id,ward_name,census_tract,comp_plan_area,intersectionid,intersection_type,geography,street_names,int_road_types,int_road_block_ids
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2A06,Ward 2,010700,CENTRAL WASHINGTON,15813,REGULAR,0101000020E61000002B202E82DF4253C084AD28D520744340,"['20TH STREET NW', 'N STREET NW']","['Local', 'Minor Arterial']","['126228', '126617', '127507', '128672']"
['Stevens Early Learning Center'],1.0,0.0,0.0,1.0,0.0,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2A06,Ward 2,010700,CENTRAL WASHINGTON,17722,REGULAR,0101000020E6100000AB220EA3DF4253C0AF495D3286734340,"['20TH STREET NW', 'K STREET NW']","['Minor Arterial', 'Principal Arterial']","['125322', '125699', '128826', '129054']"
['Stevens Early Learning Center'],1.0,0.0,0.0,1.0,0.0,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2A06,Ward 2,010700,CENTRAL WASHINGTON,19103,REGULAR,0101000020E61000008D2850ACDF4253C0230D3F14AE734340,"['20TH STREET NW', 'L STREET NW']",['Minor Arterial'],"['124936', '125322', '128635', '129782']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B01,Ward 2,004201,NEAR NORTHWEST,13368,REGULAR,0101000020E61000007D39368F7C4253C04450C5FA0F754340,"['NEW HAMPSHIRE AVENUE NW', 'SWANN STREET NW']","['Local', 'Minor Arterial']","['125997', '128966', '131599']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B01,Ward 2,004202,NEAR NORTHWEST,19322,REGULAR,0101000020E6100000CF599F3FDF4253C031A0D72E01754340,"['20TH STREET NW', 'S STREET NW']",['Local'],"['125515', '129841', '130463', '134788']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B01,Ward 2,004202,NEAR NORTHWEST,19323,REGULAR,0101000020E6100000413CB29FAA4253C04474763601754340,"['18TH STREET NW', 'S STREET NW']","['Local', 'Minor Arterial']","['126102', '128565', '131857', '134129']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B01,Ward 2,004202,NEAR NORTHWEST,19427,REGULAR,0101000020E610000082E4FF85C74253C08862AC7919754340,"['19TH STREET NW', 'SWANN STREET NW']",['Local'],"['125006', '126830', '131315']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B01,Ward 2,004202,NEAR NORTHWEST,19428,REGULAR,0101000020E610000093654F7DC74253C0EF4719C131754340,"['19TH STREET NW', 'T STREET NW']",['Local'],"['125006', '127286', '129963', '130582']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B01,Ward 2,004202,NEAR NORTHWEST,19466,REGULAR,0101000020E610000015AB0EA0C74253C070600B94D0744340,"['19TH STREET NW', 'R STREET NW']","['Local', 'Minor Arterial']","['125563', '125780', '130408', '134346']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B01,Ward 2,004202,NEAR NORTHWEST,19467,REGULAR,0101000020E6100000E1C66E9AC74253C042A06F64E9744340,"['19TH STREET NW', 'RIGGS PLACE NW']",['Local'],"['125563', '129151', '134527']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B01,Ward 2,004202,NEAR NORTHWEST,19550,REGULAR,0101000020E61000003651B994C74253C04698872001754340,"['19TH STREET NW', 'S STREET NW']",['Local'],"['126830', '129151', '130463', '134129']"
['Ross Elementary School'],1.0,0.0,0.0,1.0,0.0,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B01,Ward 2,005301,NEAR NORTHWEST,11775,REGULAR,0101000020E61000005124B284834253C05076213501754340,"['NEW HAMPSHIRE AVENUE NW', 'S STREET NW']","['Local', 'Minor Arterial']","['125710', '125997', '131711', '131857']"
['Ross Elementary School'],1.0,0.0,0.0,1.0,0.0,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B01,Ward 2,005301,NEAR NORTHWEST,18548,REGULAR,0101000020E61000004C156BB18E4253C02A916F31E9744340,"['NEW HAMPSHIRE AVENUE NW', 'RIGGS PLACE NW']","['Local', 'Minor Arterial']","['125710', '129367', '130378']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B01,Ward 2,005500,NEAR NORTHWEST,17579,REGULAR,0101000020E610000081F89502F24253C093256EF200754340,"['CONNECTICUT AVENUE NW', 'S STREET NW']","['Local', 'Principal Arterial']","['128001', '129162', '130888', '134788']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,004202,NEAR NORTHWEST,74,REGULAR,0101000020E6100000752C9AE2E34253C0BAC6038BD0744340,"['CONNECTICUT AVENUE NW', 'R STREET NW']","['Minor Arterial', 'Principal Arterial']","['125171', '129162', '131099', '132822']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,004202,NEAR NORTHWEST,789,REGULAR,0101000020E6100000CAABC5B6C74253C02F009EA783744340,"['19TH STREET NW', 'DUPONT CIRCLE NW']","['Local', 'Principal Arterial']","['125060', '125674', '127842']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,11634,REGULAR,0101000020E610000021564B7ADF4253C0D02C350BA0744340,"['20TH STREET NW', 'Q STREET NW']","['Local', 'Minor Arterial']","['125791', '127773', '130456', '132532']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,11635,REGULAR,0101000020E6100000237CC006FC4253C031FB181DA0744340,"['21ST STREET NW', 'Q STREET NW']","['Local', 'Minor Arterial']","['128150', '129035', '132532', '134254']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,13541,REGULAR,0101000020E6100000B80FD60DFC4253C0B65DDBA4D0744340,"['21ST STREET NW', 'R STREET NW']","['Local', 'Minor Arterial']","['125164', '129523', '132822', '133840']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,15360,REGULAR,0101000020E610000084BE9D2CC04253C0F1C638C97F744340,"['DUPONT CIRCLE NW', 'NEW HAMPSHIRE AVENUE NW']","['Minor Arterial', 'Principal Arterial']","['125148', '125674', '126252']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,15658,REGULAR,0101000020E6100000A67C7C22FC4253C0BC5390384C744340,"['21ST STREET NW', 'O STREET NW']","['Collector', 'Local']","['125906', '128014', '128543', '129520']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,15659,REGULAR,0101000020E610000085AE5C1CFC4253C000B132536F744340,"['21ST STREET NW', 'P STREET NW']","['Collector', 'Minor Arterial']","['126043', '126070', '128014', '128154']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,16378,REGULAR,0101000020E610000027FB97CBD44253C023565B776F744340,"['DUPONT CIRCLE NW', 'P STREET NW']","['Minor Arterial', 'Principal Arterial']","['126032', '128329', '129852']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,16379,REGULAR,0101000020E6100000CAB86076DF4253C02964316E6F744340,"['20TH STREET NW', 'P STREET NW']","['Local', 'Minor Arterial']","['126032', '126987', '127676', '128234']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,-167,UNDERPASS,0101000020E6100000249585B4C74253C0D6F2E7296F744340,['CONNECTICUT AVENUE NW'],['Principal Arterial'],['128198']
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,17147,REGULAR,0101000020E6100000D9572E76DF4253C0BBFCBDC67F744340,"['20TH STREET NW', 'MASSACHUSETTS AVENUE NW']","['Local', 'Principal Arterial']","['125791', '126066', '126159', '128234']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,17215,REGULAR,0101000020E6100000E13127B3D34253C028E932B377744340,"['DUPONT CIRCLE NW', 'MASSACHUSETTS AVENUE NW']",['Principal Arterial'],"['125060', '126066', '128329']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,18017,REGULAR,0101000020E6100000B1B0C10BFC4253C0CA37FEAE93744340,"['21ST STREET NW', 'MASSACHUSETTS AVENUE NW']","['Collector', 'Local', 'Principal Arterial']","['124925', '126043', '126159', '128150']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,18135,REGULAR,0101000020E61000000E2FF6F50D4353C0946A3325A0744340,"['MASSACHUSETTS AVENUE NW', 'Q STREET NW']","['Minor Arterial', 'Principal Arterial']","['124925', '127105', '131230', '134254']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,18166,REGULAR,0101000020E6100000A09B9879DF4253C0B1BF48584C744340,"['20TH STREET NW', 'O STREET NW']",['Local'],"['126987', '128455', '129241', '129838']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,18964,REGULAR,0101000020E61000003C8803BBED4253C006705E5E6F744340,"['HOPKINS STREET NW', 'P STREET NW']","['Local', 'Minor Arterial']","['126816', '127676', '128154']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,18965,REGULAR,0101000020E61000004DCA0A851F4353C01BD929286F744340,"['22ND STREET NW', 'P STREET NW']",['Minor Arterial'],"['124928', '126070', '126174', '129976']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,19686,REGULAR,0101000020E61000000AEAAEFCFB4253C0B79EA544B8744340,"['21ST STREET NW', 'HILLYER PLACE NW']",['Local'],"['128182', '129035', '129523']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,19760,REGULAR,0101000020E6100000B83222B8ED4253C0AA49024C4C744340,"['HOPKINS STREET NW', 'O STREET NW']",['Local'],"['126816', '128543', '129838']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,-245,OVERPASS,0101000020E61000001F7403F4D54253C09D324B32A0744340,['Q STREET NW'],"['Minor Arterial', 'Principal Arterial']","['125171', '128198', '130456', '133926']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,-246,UNDERPASS,0101000020E61000001F7403F4D54253C09D324B32A0744340,['CONNECTICUT AVENUE NW'],"['Minor Arterial', 'Principal Arterial']","['125171', '128198', '130456', '133926']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,005500,NEAR NORTHWEST,58,REGULAR,0101000020E6100000F83C1364DF4253C008A02E63B8744340,"['20TH STREET NW', 'HILLYER PLACE NW']",['Local'],"['127773', '128182']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B02,Ward 2,010700,CENTRAL WASHINGTON,18165,REGULAR,0101000020E610000050F8734AD84253C0764D5A3D4C744340,"['NEW HAMPSHIRE AVENUE NW', 'O STREET NW']","['Local', 'Minor Arterial']","['125482', '128455', '128708']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B03,Ward 2,004202,NEAR NORTHWEST,14060,REGULAR,0101000020E610000064DBE6ACC74253C0F5305920A0744340,"['19TH STREET NW', 'Q STREET NW']","['Local', 'Minor Arterial']","['127842', '128788', '132149', '133926']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B03,Ward 2,004202,NEAR NORTHWEST,15232,REGULAR,0101000020E6100000B77BCAAEC74253C00C7DF55BB8744340,"['19TH STREET NW', 'CORCORAN STREET NW']",['Local'],"['125495', '125780', '128788']"
['Ross Elementary School'],1.0,0.0,0.0,1.0,0.0,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B03,Ward 2,004202,NEAR NORTHWEST,15883,REGULAR,0101000020E61000005144AB95A54253C0016EBD6BB8744340,"['CORCORAN STREET NW', 'NEW HAMPSHIRE AVENUE NW']","['Local', 'Minor Arterial']","['125372', '126843', '127993', '128484']"
['Ross Elementary School'],1.0,0.0,0.0,1.0,0.0,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B03,Ward 2,004202,NEAR NORTHWEST,16377,REGULAR,0101000020E6100000A7C678B8AA4253C092A25E54B8744340,"['18TH STREET NW', 'CORCORAN STREET NW']","['Local', 'Minor Arterial']","['125495', '125620', '127993', '129342']"
['Ross Elementary School'],1.0,0.0,0.0,1.0,0.0,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B03,Ward 2,004202,NEAR NORTHWEST,18054,REGULAR,0101000020E6100000C4882CABAA4253C07A957199D0744340,"['18TH STREET NW', 'R STREET NW']",['Minor Arterial'],"['125620', '126809', '130444', '134346']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B03,Ward 2,004202,NEAR NORTHWEST,19570,REGULAR,0101000020E6100000F499EAA0AA4253C034DAE71BE9744340,"['18TH STREET NW', 'RIGGS PLACE NW']","['Local', 'Minor Arterial']","['126809', '128565', '130378', '134527']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B03,Ward 2,004202,NEAR NORTHWEST,785,REGULAR,0101000020E61000005FE6363DDF4253C02E2BC37DD0744340,"['20TH STREET NW', 'R STREET NW']","['Local', 'Minor Arterial']","['125515', '130408', '131099']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B03,Ward 2,005301,NEAR NORTHWEST,11774,REGULAR,0101000020E61000004D63C87C764253C0715E5C3001754340,"['17TH STREET NW', 'S STREET NW']","['Local', 'Minor Arterial']","['125284', '129629', '131711', '134504']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B03,Ward 2,005301,NEAR NORTHWEST,15954,REGULAR,0101000020E6100000E39BA3FEB04253C035906D16A0744340,"['NEW HAMPSHIRE AVENUE NW', 'Q STREET NW']",['Minor Arterial'],"['125148', '127584', '131826', '132149']"
['Ross Elementary School'],1.0,0.0,0.0,1.0,0.0,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B03,Ward 2,005301,NEAR NORTHWEST,18100,REGULAR,0101000020E61000003F98B1359A4253C094C68296D0744340,"['NEW HAMPSHIRE AVENUE NW', 'R STREET NW']",['Minor Arterial'],"['126843', '129367', '130153', '130444']"
['Ross Elementary School'],1.0,0.0,0.0,1.0,0.0,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B03,Ward 2,005301,NEAR NORTHWEST,19425,REGULAR,0101000020E6100000731CBE8D764253C0D8174FA8D0744340,"['17TH STREET NW', 'R STREET NW']",['Minor Arterial'],"['126780', '128521', '130153', '131420']"
['Ross Elementary School'],1.0,0.0,0.0,1.0,0.0,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B03,Ward 2,005301,NEAR NORTHWEST,19684,REGULAR,0101000020E61000002A2A008E764253C0ED562763B8744340,"['17TH STREET NW', 'CORCORAN STREET NW']","['Local', 'Minor Arterial']","['125372', '126478', '127132', '128521']"
['Ross Elementary School'],1.0,0.0,0.0,1.0,0.0,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B03,Ward 2,005301,NEAR NORTHWEST,8240,REGULAR,0101000020E6100000B7CDB8C0AA4253C0F0A80266AD744340,"['18TH STREET NW', 'NEW HAMPSHIRE AVENUE NW']",['Minor Arterial'],"['125125', '127584', '128484', '129342']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B04,Ward 2,005201,NEAR NORTHWEST,13573,REGULAR,0101000020E6100000FC6F644C564253C064AAEB63B8744340,"['16TH STREET NW', 'CORCORAN STREET NW']","['Local', 'Principal Arterial']","['125611', '126478', '126534', '128038']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B04,Ward 2,005201,NEAR NORTHWEST,13574,REGULAR,0101000020E6100000ED45984A564253C015DCBD9DD0744340,"['16TH STREET NW', 'R STREET NW']","['Minor Arterial', 'Principal Arterial']","['126534', '127477', '131420', '134222']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B04,Ward 2,005201,NEAR NORTHWEST,15946,REGULAR,0101000020E610000067455D57564253C0EE31AFF39F744340,"['16TH STREET NW', 'Q STREET NW']","['Minor Arterial', 'Principal Arterial']","['126053', '128038', '131704', '132679']"
['Ross Elementary School'],1.0,0.0,0.0,1.0,0.0,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B04,Ward 2,005301,NEAR NORTHWEST,19464,REGULAR,0101000020E61000006450A879764253C0C8B002F2E8744340,"['17TH STREET NW', 'RIGGS PLACE NW']","['Local', 'Minor Arterial']","['126780', '129629', '133034']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B04,Ward 2,005301,NEAR NORTHWEST,4387,REGULAR,0101000020E6100000876BE445564253C0079CB7CAE8744340,"['16TH STREET NW', 'RIGGS PLACE NW']","['Local', 'Principal Arterial']","['127477', '128298', '133034']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,005201,CENTRAL WASHINGTON,11583,REGULAR,0101000020E6100000A2C2D165364253C0FB98D45B0A744340,"['15TH STREET NW', 'MASSACHUSETTS AVENUE NW']","['Minor Arterial', 'Principal Arterial']","['125915', '127140', '127911', '128925']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,005201,NEAR NORTHWEST,16042,REGULAR,0101000020E6100000F9ADB763444253C0FD682A892D744340,"['CORREGIDOR STREET NW', 'RHODE ISLAND AVENUE NW']","['Local', 'Principal Arterial']","['128448', '130452', '133332']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,005201,NEAR NORTHWEST,16305,REGULAR,0101000020E61000001CF7C7FD434253C0CA9DADB420744340,"['CORREGIDOR STREET NW', 'N STREET NW']",['Local'],"['128448', '129196', '129336']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,005201,NEAR NORTHWEST,17756,REGULAR,0101000020E6100000909ECC63564253C0FF3ECFB387744340,"['16TH STREET NW', 'CHURCH STREET NW']","['Local', 'Principal Arterial']","['126053', '127208', '127485', '129812']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,005201,NEAR NORTHWEST,18112,REGULAR,0101000020E6100000B9A83271564253C0523B16676F744340,"['16TH STREET NW', 'P STREET NW']","['Collector', 'Principal Arterial']","['125008', '128439', '129307', '129812']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,005201,NEAR NORTHWEST,18182,REGULAR,0101000020E610000062262A5E364253C02C45B4CF20744340,"['15TH STREET NW', 'N STREET NW']","['Local', 'Minor Arterial']","['127666', '128893', '128932', '129336']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,005201,NEAR NORTHWEST,19659,REGULAR,0101000020E610000005711547364253C0F20BDA9A50744340,"['15TH STREET NW', 'O STREET NW']","['Local', 'Minor Arterial']","['125640', '126399', '128654']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,005201,NEAR NORTHWEST,40,REGULAR,0101000020E6100000E14A187E564253C086AD486A50744340,"['16TH STREET NW', 'O STREET NW']","['Local', 'Principal Arterial']","['125601', '128439', '128654', '129302']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,005301,CENTRAL WASHINGTON,17580,REGULAR,0101000020E6100000BFD265BE764253C0C070412537744340,"['17TH STREET NW', 'MASSACHUSETTS AVENUE NW']","['Minor Arterial', 'Principal Arterial']","['126415', '126443', '126448', '128187']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,005301,CENTRAL WASHINGTON,19175,REGULAR,0101000020E6100000CC7A4D155C4253C0CCE4146924744340,"['MASSACHUSETTS AVENUE NW', 'SCOTT CIRCLE NW']",['Principal Arterial'],"['128781', '130332', '133108']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,005301,CENTRAL WASHINGTON,-247,UNDERPASS,0101000020E6100000430E5B8C564253C04C40159E20744340,['16TH STREET NW'],[None],[None]
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,005301,NEAR NORTHWEST,19173,REGULAR,0101000020E6100000D3E0E9D0504253C07A13CF1F24744340,"['RHODE ISLAND AVENUE NW', 'SCOTT CIRCLE NW']",['Principal Arterial'],"['130452', '133108', '134515']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010100,CENTRAL WASHINGTON,12950,REGULAR,0101000020E610000097856391364253C04081B9F685734340,"['15TH STREET NW', 'K STREET NW']","['Minor Arterial', 'Principal Arterial']","['126107', '127863', '128780', '129246']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010100,CENTRAL WASHINGTON,13183,REGULAR,0101000020E610000049EE72973F4253C0466316133A734340,"['H STREET NW', 'MADISON PLACE NW', 'VERMONT AVENUE NW']","['Local', 'Minor Arterial', 'Principal Arterial']","['125626', '126324', '128168', '132961']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010100,CENTRAL WASHINGTON,15782,REGULAR,0101000020E6100000ACC3A7CC564253C0CD0DDA805F734340,"['16TH STREET NW', 'I STREET NW']","['Minor Arterial', 'Principal Arterial']","['126775', '127846', '128716', '129752']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010100,CENTRAL WASHINGTON,16157,REGULAR,0101000020E61000006783C687444253C0D599FB2B14744340,"['CORREGIDOR STREET NW', 'MASSACHUSETTS AVENUE NW']","['Local', 'Principal Arterial']","['124859', '128925', '129196']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010100,CENTRAL WASHINGTON,19164,REGULAR,0101000020E61000002277029B564253C00A1192B8EC734340,"['16TH STREET NW', 'M STREET NW']","['Minor Arterial', 'Principal Arterial']","['126430', '128951', '129302', '129443']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010100,CENTRAL WASHINGTON,19165,REGULAR,0101000020E61000000E1A0DE5504253C09B6F9B251D744340,"['MASSACHUSETTS AVENUE NW', 'SCOTT CIRCLE NW']",['Principal Arterial'],"['124859', '132861', '134515']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010100,CENTRAL WASHINGTON,19177,REGULAR,0101000020E610000034B34BAF564253C052E88AF9AD734340,"['16TH STREET NW', 'L STREET NW']","['Minor Arterial', 'Principal Arterial']","['125002', '125767', '127564', '129443']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,12952,REGULAR,0101000020E61000001C8E70FA764253C07521B02286734340,"['17TH STREET NW', 'K STREET NW']","['Minor Arterial', 'Principal Arterial']","['124902', '125423', '127800', '129141']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,13196,REGULAR,0101000020E6100000900A3FD6764253C01CF6B0A8EC734340,"['17TH STREET NW', 'M STREET NW']",['Minor Arterial'],"['126069', '126430', '127278', '128652']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,13197,REGULAR,0101000020E6100000E39564CD764253C0DA2642340A744340,"['17TH STREET NW', 'RHODE ISLAND AVENUE NW']",['Minor Arterial'],"['125450', '128652', '133268', '135134']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,14017,REGULAR,0101000020E6100000ED10EE10694253C06878F58820744340,"['BATAAN STREET NW', 'N STREET NW']",['Local'],"['126058', '126192', '127343']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,14018,REGULAR,0101000020E6100000480CF3FE684253C06CAE588A2D744340,"['BATAAN STREET NW', 'MASSACHUSETTS AVENUE NW']","['Local', 'Principal Arterial']","['126192', '128187', '128781']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,14021,REGULAR,0101000020E6100000246B13BE564253C077A7643386734340,"['16TH STREET NW', 'K STREET NW']","['Minor Arterial', 'Principal Arterial']","['125423', '126107', '127564', '129752']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,15721,REGULAR,0101000020E61000000B6EAD76A94253C09C86362007744340,"['18TH STREET NW', 'CONNECTICUT AVENUE NW', 'JEFFERSON PLACE NW']","['Local', 'Minor Arterial', 'Principal Arterial']","['126516', '126962', '127108', '128348', '128750']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,15783,REGULAR,0101000020E6100000185B5830774253C005696F865F734340,"['17TH STREET NW', 'CONNECTICUT AVENUE NW', 'I STREET NW']","['Minor Arterial', 'Principal Arterial']","['124855', '124902', '126518', '127846']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,15800,REGULAR,0101000020E61000004C0AE4C1764253C0252065C520744340,"['17TH STREET NW', 'N STREET NW']","['Local', 'Minor Arterial']","['125450', '126058', '126443', '129853']"
[None],,,,,,2B,Cluster 6,"Dupont Circle, Connecticut Avenue/K Street",2B05,Ward 2,010700,CENTRAL WASHINGTON,15871,REGULAR,0101000020E6100000958700E56D4253C0E27C2B0F3A734340,"['CONNECTICUT AVENUE NW', 'H STREET NW', 'JACKSON PLACE NW']","['Local', 'Minor Arterial', 'Principal Arterial']","['124855', '125955', '127733', '129863']"
