X,Y,CAMERA_ID,ENFORCEMENT,WARD,ANC,SPEED,VENDOR,CAMERA_TYPE,ADDRESS,start_date_x,end_date_x,start_date_y,end_date_y
-76.97244165,38.91733642,80,RED LIGHT SAFETY CAMERA,5,5C,,VM,RED LIGHT OR STOP,NY AVE W/B @ BLADENSBURG RD NE,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00
-76.97244165,38.91733642,81,RED LIGHT SAFETY CAMERA,5,5C,,VM,RED LIGHT OR STOP,NY AVE E/B @ BLADENSBURG RD NE,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00
-77.02270138,38.94624123,82,STOP SIGN SAFETY CAMERA,4,4C/4D,,Sensys,RED LIGHT OR STOP,KANSAS AVE NE/B @ BUCHANAN ST NW,2018-01-01 05:00:00+00:00,2020-12-22 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-22 05:00:00+00:00
-77.1100153,38.93340989,83,SPEED SAFETY CAMERA,3,3D,25,VM,SPEED,5700 BLK MACARTHUR BLVDA NW S/B,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00
-77.01787596,38.95766775,84,STOP SIGN SAFETY CAMERA,4,4B/4D,,Sensys,RED LIGHT OR STOP,LONGFELLOW ST W/B @ MISSOURI AVE NW,2018-01-10 05:00:00+00:00,2020-12-22 05:00:00+00:00,2018-01-10 05:00:00+00:00,2020-12-22 05:00:00+00:00
-76.99024591,38.88759925,85,OVERSIZED SAFETY CAMERA,6,6B,,RF,TRUCK,INDEPENDENCE AVE E/B @12TH ST SE,2018-08-08 04:00:00+00:00,2020-12-10 05:00:00+00:00,2018-08-08 04:00:00+00:00,2020-12-10 05:00:00+00:00
-76.99800963,38.95182314,86,STOP SIGN SAFETY CAMERA,5,5A,,Sensys,RED LIGHT OR STOP,GALLATIN ST W/B @ 6TH PL NE,2020-02-06 05:00:00+00:00,2020-09-13 04:00:00+00:00,2020-02-06 05:00:00+00:00,2020-09-13 04:00:00+00:00
-76.97244165,38.91733642,87,RED LIGHT SAFETY CAMERA,5,5C,,VM,RED LIGHT OR STOP,BLADENSBURG RD N/B @ NY AVE NE,2018-01-17 05:00:00+00:00,2020-12-18 05:00:00+00:00,2018-01-17 05:00:00+00:00,2020-12-18 05:00:00+00:00
-77.00803629,38.94238858,88,RED LIGHT SAFETY CAMERA,5,5A,,VM,RED LIGHT OR STOP,N CAPITOL ST N/B @ HAREWOOD RD NE,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00
-77.00900931,38.95241493,89,RED LIGHT SAFETY CAMERA,5-Apr,4D/5A,,VM,RED LIGHT OR STOP,N CAPITOL ST S/B @ GALLATIN ST NW,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00
-77.00904838,38.95482311,90,RED LIGHT SAFETY CAMERA,5-Apr,4B/4D/5A,,VM,RED LIGHT OR STOP,N CAPITOL ST N/B @ RIGGS RD NE,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00
-77.05330829,38.90253627,91,RED LIGHT SAFETY CAMERA,2,2A,,VM,RED LIGHT OR STOP,K ST W/B @ 25TH ST NW,2018-01-01 05:00:00+00:00,2020-12-20 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-20 05:00:00+00:00
-76.96516419,38.92517621,92,RED LIGHT SAFETY CAMERA,5,5C,,VM,RED LIGHT OR STOP,S DAKOTA SE/B @ BLADENSBURG RD NE,2018-01-01 05:00:00+00:00,2020-12-20 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-20 05:00:00+00:00
-76.98577327,38.91047463,93,RED LIGHT SAFETY CAMERA,5,5C/5D,,VM,RED LIGHT OR STOP,MT OLIVET SE/B @ W VIRGINIA AVE NE,2018-01-01 05:00:00+00:00,2020-12-20 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-20 05:00:00+00:00
-77.0092337,38.88028958,94,RED LIGHT SAFETY CAMERA,6,6D,,VM,RED LIGHT OR STOP,S CAPITOL RAMP S/B BEFORE I ST SW,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00
-77.03645375,38.93497423,95,RED LIGHT SAFETY CAMERA,1,1A/1D,,VM,RED LIGHT OR STOP,16TH ST N/B @ OAK ST NW,2018-01-01 05:00:00+00:00,2020-12-20 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-20 05:00:00+00:00
-77.03641719,38.9525426,96,RED LIGHT SAFETY CAMERA,4,4A/4C,,VM,RED LIGHT OR STOP,16TH ST S/B @ COLORADO AVE NW,2018-01-02 05:00:00+00:00,2020-12-20 05:00:00+00:00,2018-01-02 05:00:00+00:00,2020-12-20 05:00:00+00:00
-77.02803304,38.96102157,97,RED LIGHT SAFETY CAMERA,4,4B/4C,,VM,RED LIGHT OR STOP,GEORGIA AVE S/B @ MISSOURI AVE NW,2018-01-01 05:00:00+00:00,2020-12-20 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-20 05:00:00+00:00
-76.9833049,38.85330512,98,RED LIGHT SAFETY CAMERA,8,8B/8E,,VM,RED LIGHT OR STOP,SUITLAND PKWY W/B @ STANTON RD SE,2018-01-10 05:00:00+00:00,2020-11-07 05:00:00+00:00,2018-01-10 05:00:00+00:00,2020-11-07 05:00:00+00:00
-77.0364788,38.92869517,99,RED LIGHT SAFETY CAMERA,1,1A/1D,,VM,RED LIGHT OR STOP,16TH ST S/B @ IRVING ST NW,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00
-77.02813971,38.89209318,100,RED LIGHT SAFETY CAMERA,2,2C,,VM,RED LIGHT OR STOP,12TH ST N/B @ CONSTITUTION AVE NW,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00
-77.00459508,38.90890488,101,RED LIGHT SAFETY CAMERA,6-May,5E/6C,,VM,RED LIGHT OR STOP,NEW YORK AVE W/B @ FLORIDA AVE NE,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00
-77.03365529,38.8920973,102,RED LIGHT SAFETY CAMERA,2,2A/2C,,VM,RED LIGHT OR STOP,CONSTITUTION AVE W/B @ 15TH ST NW,2018-01-03 05:00:00+00:00,2020-12-20 05:00:00+00:00,2018-01-03 05:00:00+00:00,2020-12-20 05:00:00+00:00
-77.05610802,38.90253874,103,RED LIGHT SAFETY CAMERA,2,2A,,VM,RED LIGHT OR STOP,K ST E/B @ 27TH ST NW,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-21 05:00:00+00:00
-77.03195738,38.90253055,104,RED LIGHT SAFETY CAMERA,2,2F,,VM,RED LIGHT OR STOP,14TH ST N/B @ K ST NW,2018-01-01 05:00:00+00:00,2020-12-20 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-20 05:00:00+00:00
-77.01518029,38.88757407,105,RED LIGHT SAFETY CAMERA,6-Feb,2C/6D,,VM,RED LIGHT OR STOP,INDEPENDENCE AVE E/B @ 3RD ST SW,2018-01-01 05:00:00+00:00,2020-12-18 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-18 05:00:00+00:00
-77.07041326,38.95604107,106,RED LIGHT SAFETY CAMERA,3,3F/3G,,VM,RED LIGHT OR STOP,CONNECTICUT AVE S/B @ NEBRASKA NW,2018-01-14 05:00:00+00:00,2020-12-20 05:00:00+00:00,2018-01-14 05:00:00+00:00,2020-12-20 05:00:00+00:00
-77.05924492,38.93683223,107,RED LIGHT SAFETY CAMERA,3,3C/3F,,VM,RED LIGHT OR STOP,CONNECTICUT AVE S/B @ PORTER ST NW,2018-01-02 05:00:00+00:00,2020-12-18 05:00:00+00:00,2018-01-02 05:00:00+00:00,2020-12-18 05:00:00+00:00
-76.982,38.872,200,,,,,,SPEED,DC 295 .4MI S/O PA AVE SE SW/B (WZ),2019-06-14 04:00:00+00:00,2019-12-06 05:00:00+00:00,2019-06-14 04:00:00+00:00,2019-12-06 05:00:00+00:00
-76.973,38.888,201,,,,,,SPEED,2500 BLK INDEPENDENCE AVE SE NE/B,2020-07-10 04:00:00+00:00,2020-12-19 05:00:00+00:00,2020-07-10 04:00:00+00:00,2020-12-19 05:00:00+00:00
-77.018,38.817,202,,,,,,SPEED,DC295 SW .7 MILES S/O EXIT 1 S/B,2018-01-01 05:00:00+00:00,2019-07-03 04:00:00+00:00,2018-01-01 05:00:00+00:00,2019-07-03 04:00:00+00:00
-77.017,38.82,203,,,,,,SPEED,DC295 SW .2 MILES S/O EXIT 1 N/B,2018-01-01 05:00:00+00:00,2020-01-02 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-01-02 05:00:00+00:00
-77.034,38.879,204,,,,,,SPEED,I395 SW 250 FEET AFTER EXIT 4 E/B,2020-02-22 05:00:00+00:00,2020-03-30 04:00:00+00:00,2020-02-22 05:00:00+00:00,2020-03-30 04:00:00+00:00
-76.959,38.865,205,,,,,,SPEED,2000 BLK BRANCH AVE SE S/B,2018-09-05 04:00:00+00:00,2020-12-19 05:00:00+00:00,2018-09-05 04:00:00+00:00,2020-12-19 05:00:00+00:00
-76.966,38.918,206,,,,,,SPEED,2800 BLK NEW YORK AVE NE E/B,2018-01-01 05:00:00+00:00,2020-01-10 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-01-10 05:00:00+00:00
-76.96,38.924,207,,,,,,RED LIGHT OR STOP,FORT LINCOLN DR S/B @ 31ST PL NE,2018-01-01 05:00:00+00:00,2019-10-22 04:00:00+00:00,2018-01-01 05:00:00+00:00,2019-10-22 04:00:00+00:00
-76.96,38.89,208,,,,,,SPEED,3300 BLK E CAPITOL ST NE W/B,2018-01-01 05:00:00+00:00,2019-11-11 05:00:00+00:00,2018-01-01 05:00:00+00:00,2019-11-11 05:00:00+00:00
-77.009,38.873,210,,,,,,SPEED,1400 BLK S CAPITOL ST SW S/B,2018-01-01 05:00:00+00:00,2018-05-21 04:00:00+00:00,2018-01-01 05:00:00+00:00,2018-05-21 04:00:00+00:00
-76.979,38.928,211,,,,,,SPEED,1800 BLK RHODE ISLAND AVE NE SW/B,2018-01-01 05:00:00+00:00,2020-02-28 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-02-28 05:00:00+00:00
-77.001,38.929,212,,,,,,SPEED,3100 BLK 4TH ST NE S/B,2018-03-01 05:00:00+00:00,2019-04-01 04:00:00+00:00,2018-03-01 05:00:00+00:00,2019-04-01 04:00:00+00:00
-76.938,38.89,213,,,,,,SPEED,E CAPITOL ST E/B @ TEXAS AVE SE,2018-03-26 04:00:00+00:00,2019-12-13 05:00:00+00:00,2018-03-26 04:00:00+00:00,2019-12-13 05:00:00+00:00
-77.07,38.944,214,,,,,,SPEED,4200 BLK RENO RD NW NW/B,2018-01-01 05:00:00+00:00,2020-03-31 04:00:00+00:00,2018-01-01 05:00:00+00:00,2020-03-31 04:00:00+00:00
-77.015,38.905,215,,,,,,RED LIGHT OR STOP,3RD ST S/B @ NEW YORK AVE NW,2018-01-01 05:00:00+00:00,2019-07-10 04:00:00+00:00,2018-01-01 05:00:00+00:00,2019-07-10 04:00:00+00:00
-77.009,38.965,216,,,,,,RED LIGHT OR STOP,N CAPITOL SW/B @ CHILLUM NE,2018-01-01 05:00:00+00:00,2020-01-23 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-01-23 05:00:00+00:00
-76.998,38.862,217,,,,,,SPEED,SUITLAND PK E/B @ FIRTH STERLING SE,2018-01-01 05:00:00+00:00,2018-05-21 04:00:00+00:00,2018-01-01 05:00:00+00:00,2018-05-21 04:00:00+00:00
-76.998,38.894,218,,,,,,SPEED,600 BLK MARYLAND AVE NE SW/B,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-12-19 05:00:00+00:00
-77.016,38.905,219,,,,,,RED LIGHT OR STOP,NY AVE W/B @ 4TH ST NW,2018-01-01 05:00:00+00:00,2019-07-29 04:00:00+00:00,2018-01-01 05:00:00+00:00,2019-07-29 04:00:00+00:00
-76.971,38.873,220,,,,,,SPEED,PENNSYLVANIA AVE W/B @ MINNESOTA SE,2018-01-01 05:00:00+00:00,2019-05-31 04:00:00+00:00,2018-01-01 05:00:00+00:00,2019-05-31 04:00:00+00:00
-77.015,38.905,221,,,,,,RED LIGHT OR STOP,NEW YORK AVE W/B @ NEW JERSEY NW,2018-01-01 05:00:00+00:00,2019-07-25 04:00:00+00:00,2018-01-01 05:00:00+00:00,2019-07-25 04:00:00+00:00
-77.009,38.907,222,,,,,,SPEED,NEW YORK AVE SW/B @ N CAPITOL ST NE,2018-01-01 05:00:00+00:00,2019-06-02 04:00:00+00:00,2018-01-01 05:00:00+00:00,2019-06-02 04:00:00+00:00
-76.956,38.864,223,,,,,,SPEED,3600 BLK ALABAMA AVE SE NE/B,2018-02-09 05:00:00+00:00,2019-04-25 04:00:00+00:00,2018-02-09 05:00:00+00:00,2019-04-25 04:00:00+00:00
-77.086,38.955,224,,,,,,RED LIGHT OR STOP,FESSENDEN ST E/B @ 44TH ST NW,2018-09-06 04:00:00+00:00,2019-08-10 04:00:00+00:00,2018-09-06 04:00:00+00:00,2019-08-10 04:00:00+00:00
-77.016,38.908,225,,,,,,SPEED,1300 BLK NEW JERSEY AVE NW N/B,2020-10-02 04:00:00+00:00,2020-12-19 05:00:00+00:00,2020-10-02 04:00:00+00:00,2020-12-19 05:00:00+00:00
-76.935,38.911,226,,,,,,SPEED,DC295 NE .1MILE S/O EASTERN AVE S/B,2018-01-01 05:00:00+00:00,2018-05-30 04:00:00+00:00,2018-01-01 05:00:00+00:00,2018-05-30 04:00:00+00:00
-76.969,38.873,228,,,,,,SPEED,PENNSYLVANIA AVE SE/B @ 27TH ST SE,2018-01-01 05:00:00+00:00,2019-05-14 04:00:00+00:00,2018-01-01 05:00:00+00:00,2019-05-14 04:00:00+00:00
-76.979,38.922,229,,,,,,SPEED,2400 BLK 18TH ST NE S/B,2018-01-02 05:00:00+00:00,2019-04-22 04:00:00+00:00,2018-01-02 05:00:00+00:00,2019-04-22 04:00:00+00:00
-77.105,38.937,230,,,,,,SPEED,3600 BLK DALECARLIA PKWY NW NE/B,2018-01-01 05:00:00+00:00,2019-12-18 05:00:00+00:00,2018-01-01 05:00:00+00:00,2019-12-18 05:00:00+00:00
-76.965,38.925,231,,,,,,SPEED,S DAKOTA SE/B @ BLADENSBURG RD NE,2018-01-01 05:00:00+00:00,2018-09-07 04:00:00+00:00,2018-01-01 05:00:00+00:00,2018-09-07 04:00:00+00:00
-76.959,38.862,232,,,,,,SPEED,BRANCH AVE N/B @ ALABAMA AVE SE,2018-03-22 04:00:00+00:00,2019-04-24 04:00:00+00:00,2018-03-22 04:00:00+00:00,2019-04-24 04:00:00+00:00
-76.992,38.927,233,,,,,,RED LIGHT OR STOP,10TH ST N/B @ GIRARD ST NE,2018-01-01 05:00:00+00:00,2019-05-29 04:00:00+00:00,2018-01-01 05:00:00+00:00,2019-05-29 04:00:00+00:00
-77.014,38.892,234,,,,,,SPEED,3RD ST TUNNEL NW S/B BY 3RD ST (WZ),2019-06-11 04:00:00+00:00,2019-07-07 04:00:00+00:00,2019-06-11 04:00:00+00:00,2019-07-07 04:00:00+00:00
-77.012,38.916,235,,,,,,RED LIGHT OR STOP,RHODE ISLAND AVE SW/B @ 1ST ST NW,2018-01-01 05:00:00+00:00,2019-08-11 04:00:00+00:00,2018-01-01 05:00:00+00:00,2019-08-11 04:00:00+00:00
-76.95,38.866,236,,,,,,SPEED,3900 BLK PENNSYLVANIA AVE SE NW/B,2018-01-01 05:00:00+00:00,2020-02-20 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-02-20 05:00:00+00:00
-77.008,38.828,237,,,,,,SPEED,4200 BLK S CAPITOL ST SW S/B,2018-01-01 05:00:00+00:00,2018-08-13 04:00:00+00:00,2018-01-01 05:00:00+00:00,2018-08-13 04:00:00+00:00
-76.952,38.864,238,,,,,,SPEED,2100 BLK 38TH ST SE N/B,2018-01-01 05:00:00+00:00,2020-02-14 05:00:00+00:00,2018-01-01 05:00:00+00:00,2020-02-14 05:00:00+00:00
-77.017,38.914,239,,,,,,SPEED,400 BLK RHODE ISLAND AVE NW E/B,2020-06-30 04:00:00+00:00,2020-12-19 05:00:00+00:00,2020-06-30 04:00:00+00:00,2020-12-19 05:00:00+00:00
-76.945,38.879,240,,,,,,SPEED,700 BLK RIDGE RD SE SE/B,2018-11-05 05:00:00+00:00,2020-02-18 05:00:00+00:00,2018-11-05 05:00:00+00:00,2020-02-18 05:00:00+00:00
-76.993,38.904,241,,,,,,SPEED,1000 BLK FLORIDA AVE NE NW/B,2018-11-01 04:00:00+00:00,2019-08-23 04:00:00+00:00,2018-11-01 04:00:00+00:00,2019-08-23 04:00:00+00:00
-76.977,38.887,242,,,,,,SPEED,200 BLK 19TH ST SE N/B,2018-01-02 05:00:00+00:00,2019-11-17 05:00:00+00:00,2018-01-02 05:00:00+00:00,2019-11-17 05:00:00+00:00
